supplier_id,supplier_name,country,sector,tier,esg_score,risk_rating,emission_contribution_tco2e,audit_status,last_audit_date,key_risk_factors,annual_spend_inr_crores,scope3_category,single_source_flag,emission_factor_source
SUP-00127,Wolfram Engineering Co,China,Engineering Services,Tier 1,73.8,Low,101.2,Compliant,2023-10-17,Worker safety,10.92,Cat 2: Capital Goods,No,USEEIO v2.0
SUP-00128,Delta Resources Corp,United States,Manufacturing,Tier 1,51.5,Medium,737.0,Pending,2024-08-11,"Waste disposal, Conflict minerals, Labor practices",24.79,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-00129,Drake Logistics AG,Indonesia,Mining,Tier 1,73.8,Medium,280.3,Compliant,2022-10-01,"Diversity gap, Bribery & corruption",2.49,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-00130,Falcon Group Co,Vietnam,Industrial Equipment,Tier 1,62.9,Low,781.9,Action Plan,2022-11-02,"Worker safety, Bribery & corruption",37.25,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-00131,Drake Packaging Co,South Africa,Packaging,Tier 3,25.0,High,235.1,Overdue,2023-10-09,"Worker safety, Bribery & corruption",4.15,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-00132,Gemini Engineering Corp,Italy,Mining,Tier 1,59.4,High,14157.3,Overdue,2024-01-16,"Effluent management, Living wage",120.59,Cat 1: Purchased Goods & Services,Yes,USEEIO v2.0
SUP-00133,Falcon Industries GmbH,Spain,IT Services,Tier 2,42.2,Critical,66.4,Re-audit Required,2021-09-02,"Ethical sourcing, Energy intensity, Diversity gap, Air emissions, Conflict minerals",18.9,Cat 15: Investments,No,EcoInvent v3.10
SUP-00134,Gemini Packaging Ltd,Indonesia,Steel & Metals,Tier 1,75.0,Low,2361.0,Compliant,2021-01-21,Data security,19.01,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-00135,Ravelin Solutions Pvt Ltd,Malaysia,Catering & Facilities,Tier 1,66.5,Medium,208.5,Compliant,2022-05-11,"Bribery & corruption, Biodiversity impact",10.9,Cat 6: Business Travel,No,DEFRA UK 2024
SUP-00136,Cygnus Works Co,Germany,Plastics & Polymers,Tier 3,35.7,High,622.1,Pending,2023-10-04,"Ethical sourcing, Living wage, Climate transition risk, Air emissions",10.1,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-00137,Meridian Industries GmbH,Saudi Arabia,Chemicals,Tier 1,89.6,Low,1403.0,Compliant,2024-06-20,Diversity gap,12.8,Cat 11: Use of Sold Products,No,EXIOBASE v3.8
SUP-00138,Helios Logistics LLP,Saudi Arabia,Mining,Tier 1,80.7,Medium,11041.2,Re-audit Required,2022-08-18,"Effluent management, Tax transparency, Forced labor risk",54.97,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-00139,Fortis Components GmbH,Japan,Construction,Tier 2,70.0,Medium,340.7,Compliant,2022-06-13,"Worker safety, Waste disposal, Labor practices",4.18,Cat 2: Capital Goods,No,Industry Average (IEA)
SUP-00140,Ember Works LLP,Saudi Arabia,Packaging,Tier 1,71.4,Medium,650.8,Compliant,2022-04-25,Bribery & corruption,14.03,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-00141,Lumen Works Ltd,France,IT Services,Tier 1,64.6,Low,30.7,Compliant,2021-08-14,Air emissions,5.91,Cat 15: Investments,No,EPA Emission Factors Hub 2024
SUP-00142,Indus Group LLP,Germany,Mining,Tier 2,51.6,Medium,11804.1,Compliant,2022-06-01,"Biodiversity impact, Energy intensity",64.25,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-00143,Helios Packaging Co,Australia,Industrial Equipment,Tier 2,46.6,High,214.3,Overdue,2021-04-24,"Data security, Biodiversity impact",7.27,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-00144,Astra Materials Corp,United States,Electronics,Tier 1,74.8,Low,454.6,Pending,2023-12-08,,16.04,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-00145,Tempus Components GmbH,Egypt,Mining,Tier 2,46.5,High,4152.3,Overdue,2021-11-07,"Air emissions, Tax transparency, Ethical sourcing",23.68,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-00146,Wolfram Resources Ltd,Italy,Engineering Services,Tier 2,65.0,Medium,328.3,Pending,2021-06-03,Diversity gap,52.9,Cat 2: Capital Goods,No,Supplier-reported (EcoVadis)
SUP-00147,Ravelin Holdings Co,South Korea,Plastics & Polymers,Tier 1,76.9,Low,5902.7,Compliant,2022-07-22,"Air emissions, Water stress",57.07,Cat 11: Use of Sold Products,No,Supplier-reported (CDP)
SUP-00148,Lumen Industries LLP,Bangladesh,Construction,Tier 1,69.9,Medium,170.2,Compliant,2024-05-03,Child labor risk,2.35,Cat 2: Capital Goods,Yes,GLEC Framework v3.0
SUP-00149,Helios Components GmbH,Malaysia,Catering & Facilities,Tier 1,95.0,Medium,71.7,Compliant,2021-05-13,"Worker safety, Energy intensity, Air emissions",6.45,Cat 6: Business Travel,No,Industry Average (IEA)
SUP-00150,Quasar Trading Ltd,Australia,Construction,Tier 1,58.0,Medium,346.7,Pending,2022-12-07,"Labor practices, Effluent management, Conflict minerals",5.26,Cat 2: Capital Goods,No,GLEC Framework v3.0
SUP-00151,Quasar Works Pvt Ltd,Sri Lanka,Pharmaceuticals,Tier 2,62.5,High,4430.8,Pending,2021-03-13,"Climate transition risk, Forced labor risk",177.82,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-00152,Fortis Engineering GmbH,Turkey,Industrial Equipment,Tier 1,74.5,Low,285.3,Compliant,2021-06-20,Energy intensity,14.84,Cat 2: Capital Goods,No,EXIOBASE v3.8
SUP-00153,Wolfram Technologies Pvt Ltd,Malaysia,Engineering Services,Tier 2,61.4,Medium,131.4,Pending,2023-03-26,"Forced labor risk, Climate transition risk, Conflict minerals",13.72,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-00154,Ravelin Technologies LLP,Italy,IT Services,Tier 3,53.0,Medium,115.5,Overdue,2024-04-08,"Tax transparency, Forced labor risk",24.63,Cat 15: Investments,No,EcoInvent v3.10
SUP-00155,Cygnus Materials GmbH,Saudi Arabia,Agriculture,Tier 2,62.5,Medium,516.8,Compliant,2021-06-28,Data security,6.82,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-00156,Beacon Chemicals SA,Malaysia,Engineering Services,Tier 1,69.0,Low,139.8,Pending,2022-03-24,Climate transition risk,17.4,Cat 2: Capital Goods,No,GLEC Framework v3.0
SUP-00157,Cygnus Group LLP,Saudi Arabia,Mining,Tier 2,66.2,Critical,6739.5,Re-audit Required,2024-08-22,"Ethical sourcing, Water stress, Worker safety, Labor practices, Forced labor risk",46.05,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-00158,Borealis Engineering Co,Germany,Catering & Facilities,Tier 1,63.5,Medium,99.7,Compliant,2021-07-28,"Living wage, Biodiversity impact",7.43,Cat 6: Business Travel,No,Internal Engineering Estimate
SUP-00159,Lumen Solutions Pvt Ltd,Italy,Construction,Tier 1,64.8,Medium,238.0,Action Plan,2023-03-17,Bribery & corruption,4.38,Cat 2: Capital Goods,Yes,EcoInvent v3.10
SUP-00160,Umbra Manufacturing GmbH,Bangladesh,Construction,Tier 2,54.3,Medium,536.2,Action Plan,2023-03-13,"Climate transition risk, Tax transparency, Living wage",6.29,Cat 2: Capital Goods,No,EPA Emission Factors Hub 2024
SUP-00161,Hyperion Materials Co,Australia,Energy Services,Tier 1,81.2,Medium,804.8,Pending,2022-06-01,"Biodiversity impact, Conflict minerals",6.69,Cat 3: Fuel & Energy Related,No,EPA Emission Factors Hub 2024
SUP-00162,Nimbus Solutions Corp,Netherlands,IT Services,Tier 1,95.0,Medium,44.2,Action Plan,2023-05-17,Energy intensity,9.18,Cat 15: Investments,No,Industry Average (IEA)
SUP-00163,Quasar Group LLP,South Africa,Industrial Equipment,Tier 3,51.4,Critical,465.7,Re-audit Required,2023-04-06,"Air emissions, Climate transition risk, Forced labor risk, Worker safety, Ethical sourcing",22.34,Cat 2: Capital Goods,No,Internal Engineering Estimate
SUP-00164,Astra Enterprises LLP,China,Catering & Facilities,Tier 1,53.3,Critical,466.3,Action Plan,2023-10-12,"Living wage, Bribery & corruption, Water stress",25.87,Cat 6: Business Travel,No,EPA Emission Factors Hub 2024
SUP-00165,Cardinal Manufacturing Inc,Indonesia,Engineering Services,Tier 2,56.9,Low,25.4,Action Plan,2021-02-17,,2.8,Cat 2: Capital Goods,No,Supplier-reported (EcoVadis)
SUP-00166,Yarrow Components SA,Egypt,Energy Services,Tier 2,42.4,Critical,2052.6,Pending,2021-09-20,"Data security, Forced labor risk, Ethical sourcing, Worker safety, Diversity gap",15.06,Cat 3: Fuel & Energy Related,No,DEFRA UK 2024
SUP-00167,Vector Enterprises Inc,Vietnam,IT Services,Tier 3,36.5,High,198.1,Pending,2024-10-23,"Effluent management, Water stress",39.71,Cat 15: Investments,No,Internal Engineering Estimate
SUP-00168,Lumen Services Corp,Saudi Arabia,Industrial Equipment,Tier 2,84.5,Low,414.3,Re-audit Required,2024-02-03,Worker safety,15.66,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-00169,Nimbus Manufacturing GmbH,South Korea,Manufacturing,Tier 1,65.3,Medium,142.4,Pending,2022-01-11,Waste disposal,4.69,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-00170,Borealis Technologies LLP,Indonesia,Manufacturing,Tier 1,75.5,Low,78.0,Compliant,2024-11-14,Ethical sourcing,2.96,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-00171,Umbra Engineering Corp,UAE,Electronics,Tier 1,65.6,Medium,246.8,Compliant,2024-05-18,"Forced labor risk, Biodiversity impact, Child labor risk",12.71,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-00172,Hyperion Trading Co,Italy,Logistics,Tier 1,74.7,Low,302.0,Action Plan,2024-11-16,"Water stress, Forced labor risk",4.13,Cat 9: Downstream Transportation,No,Supplier-reported (EcoVadis)
SUP-00173,Helios Packaging GmbH,UAE,Catering & Facilities,Tier 1,68.8,Medium,35.0,Compliant,2023-06-26,Forced labor risk,1.89,Cat 6: Business Travel,No,USEEIO v2.0
SUP-00174,Fortis Enterprises LLP,Turkey,Plastics & Polymers,Tier 1,51.3,Critical,2763.3,Compliant,2021-04-11,"Forced labor risk, Air emissions, Biodiversity impact, Water stress, Child labor risk",48.12,Cat 11: Use of Sold Products,No,GLEC Framework v3.0
SUP-00175,Zenith Group Co,Italy,Mining,Tier 1,72.7,Low,1000.0,Action Plan,2022-07-06,Worker safety,6.94,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-00176,Polaris Enterprises Inc,Italy,IT Services,Tier 1,78.3,Low,5.4,Action Plan,2024-04-13,Labor practices,1.47,Cat 15: Investments,No,USEEIO v2.0
SUP-00177,Xenon Distributors Ltd,Spain,Pharmaceuticals,Tier 1,80.4,Low,222.5,Action Plan,2021-11-04,,6.71,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-00178,Orion Distributors SA,South Korea,Mining,Tier 3,45.5,Medium,1283.0,Action Plan,2024-12-20,"Diversity gap, Waste disposal",8.81,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-00179,Meridian Systems AG,South Korea,Chemicals,Tier 1,80.5,Low,457.8,Overdue,2022-04-07,Bribery & corruption,3.81,Cat 11: Use of Sold Products,No,Supplier-reported (EcoVadis)
SUP-00180,Borealis Solutions AG,Egypt,Manufacturing,Tier 1,75.3,Low,469.5,Compliant,2024-01-02,"Effluent management, Biodiversity impact",22.69,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-00181,Astra Materials LLP,Sri Lanka,Industrial Equipment,Tier 1,82.6,Low,334.5,Compliant,2024-10-08,Biodiversity impact,18.11,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-00182,Kestrel Distributors Co,Vietnam,Steel & Metals,Tier 3,29.6,Critical,5851.3,Action Plan,2024-10-17,"Labor practices, Biodiversity impact, Child labor risk, Waste disposal, Water stress",55.52,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-00183,Delta Resources LLP,Australia,Energy Services,Tier 1,86.7,Low,1487.7,Action Plan,2024-04-10,Effluent management,13.78,Cat 3: Fuel & Energy Related,No,GLEC Framework v3.0
SUP-00184,Wolfram Logistics GmbH,Brazil,Transportation,Tier 1,72.3,Medium,360.8,Compliant,2021-02-19,"Conflict minerals, Water stress",3.84,Cat 9: Downstream Transportation,No,Supplier-reported (EcoVadis)
SUP-00185,Yarrow Services AG,Malaysia,Industrial Equipment,Tier 1,73.7,Medium,209.3,Action Plan,2023-04-10,Child labor risk,9.09,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-00186,Xenon Packaging Ltd,Mexico,Catering & Facilities,Tier 1,78.3,Low,832.2,Compliant,2022-08-23,,45.33,Cat 6: Business Travel,Yes,Supplier-reported (CDP)
SUP-00187,Apex Distributors AG,Japan,Catering & Facilities,Tier 2,56.3,High,444.2,Overdue,2021-06-14,"Water stress, Effluent management, Tax transparency, Data security",25.45,Cat 6: Business Travel,No,EPA Emission Factors Hub 2024
SUP-00188,Orion Components Corp,Spain,Agriculture,Tier 1,91.6,Low,823.9,Compliant,2021-08-23,Labor practices,9.67,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-00189,Tempus Manufacturing LLP,Thailand,Manufacturing,Tier 3,63.9,High,140.1,Action Plan,2024-05-11,"Diversity gap, Air emissions",4.83,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-00190,Borealis Industries LLP,South Korea,Construction,Tier 1,77.4,Low,706.0,Action Plan,2023-02-01,"Data security, Conflict minerals",9.37,Cat 2: Capital Goods,No,EPA Emission Factors Hub 2024
SUP-00191,Granite Packaging AG,India,Engineering Services,Tier 3,50.7,High,265.2,Re-audit Required,2024-04-04,"Bribery & corruption, Tax transparency, Effluent management, Diversity gap",41.46,Cat 2: Capital Goods,No,EXIOBASE v3.8
SUP-00192,Meridian Polymers SA,South Africa,Packaging,Tier 1,67.1,High,466.7,Pending,2024-01-27,"Living wage, Labor practices",12.74,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-00193,Lumen Technologies Ltd,Brazil,Catering & Facilities,Tier 3,50.4,Medium,82.7,Overdue,2022-08-19,"Living wage, Water stress, Climate transition risk",4.66,Cat 6: Business Travel,No,Supplier-reported (CDP)
SUP-00194,Meridian Logistics SA,China,Electronics,Tier 1,87.0,Low,100.0,Compliant,2023-06-09,"Diversity gap, Labor practices",4.3,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-00195,Indus Solutions AG,Vietnam,IT Services,Tier 1,67.8,Low,135.9,Compliant,2024-04-27,Worker safety,28.31,Cat 15: Investments,No,Industry Average (IEA)
SUP-00196,Tempus Systems GmbH,Australia,Construction,Tier 1,90.5,Medium,593.7,Compliant,2021-11-05,"Ethical sourcing, Diversity gap",7.09,Cat 2: Capital Goods,No,EXIOBASE v3.8
SUP-00197,Astra Components Inc,United States,Steel & Metals,Tier 3,31.7,Medium,1434.8,Compliant,2021-12-12,"Worker safety, Energy intensity",8.78,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-00198,Wolfram Trading GmbH,United Kingdom,Electronics,Tier 1,62.5,Medium,67.9,Compliant,2022-02-05,"Diversity gap, Water stress, Air emissions",3.09,Cat 1: Purchased Goods & Services,Yes,USEEIO v2.0
SUP-00199,Fortis Trading GmbH,China,Steel & Metals,Tier 1,71.8,Medium,1395.0,Pending,2023-05-18,Data security,8.24,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-00200,Falcon Services Corp,Mexico,Transportation,Tier 1,66.4,Medium,844.3,Compliant,2022-08-04,"Climate transition risk, Bribery & corruption, Effluent management",12.51,Cat 9: Downstream Transportation,No,EXIOBASE v3.8
SUP-00201,Drake Chemicals Pvt Ltd,United Kingdom,Logistics,Tier 1,85.7,Low,179.0,Compliant,2023-03-28,"Effluent management, Worker safety",2.89,Cat 9: Downstream Transportation,No,EcoInvent v3.10
SUP-00202,Ravelin Works GmbH,Germany,Engineering Services,Tier 3,28.6,Low,106.2,Compliant,2021-03-18,,10.27,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-00203,Ember Distributors GmbH,Vietnam,Electronics,Tier 2,63.9,Medium,158.9,Re-audit Required,2021-02-01,Diversity gap,8.1,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-00204,Solstice Distributors SA,South Korea,Transportation,Tier 1,74.8,Low,708.2,Pending,2023-11-21,"Climate transition risk, Labor practices",9.19,Cat 4: Upstream Transportation,No,EPA Emission Factors Hub 2024
SUP-00205,Cardinal Polymers Pvt Ltd,Malaysia,Manufacturing,Tier 1,73.7,Medium,430.9,Compliant,2024-10-19,Climate transition risk,16.1,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-00206,Meridian Engineering GmbH,Italy,Manufacturing,Tier 1,68.5,Low,833.8,Compliant,2022-06-19,"Bribery & corruption, Climate transition risk",23.06,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-00207,Vector Enterprises Ltd,United States,Logistics,Tier 1,63.9,High,50.7,Re-audit Required,2024-06-18,"Tax transparency, Worker safety, Child labor risk, Diversity gap",0.96,Cat 9: Downstream Transportation,No,Supplier-reported (EcoVadis)
SUP-00208,Xenon Industries Inc,South Korea,Plastics & Polymers,Tier 1,80.0,Low,712.2,Pending,2023-07-02,,10.63,Cat 11: Use of Sold Products,Yes,Internal Engineering Estimate
SUP-00209,Eclipse Materials Co,Egypt,IT Services,Tier 2,79.7,Medium,120.0,Compliant,2022-08-10,"Worker safety, Energy intensity",30.58,Cat 15: Investments,No,Internal Engineering Estimate
SUP-00210,Drake Distributors Inc,Netherlands,Steel & Metals,Tier 1,62.9,Low,1590.7,Compliant,2023-04-15,,11.48,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-00211,Hyperion Services SA,Germany,Chemicals,Tier 2,59.5,Critical,284.0,Overdue,2022-11-18,"Living wage, Child labor risk, Air emissions",2.8,Cat 11: Use of Sold Products,No,EPA Emission Factors Hub 2024
SUP-00212,Beacon Resources SA,Sri Lanka,Electronics,Tier 2,69.9,Medium,8.8,Pending,2023-02-13,"Data security, Energy intensity",0.56,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-00213,Ember Chemicals LLP,Australia,Energy Services,Tier 1,74.7,Medium,1611.9,Compliant,2024-11-17,Ethical sourcing,14.01,Cat 3: Fuel & Energy Related,No,Supplier-reported (CDP)
SUP-00214,Orion Works LLP,Italy,Pharmaceuticals,Tier 1,71.6,Low,152.4,Compliant,2023-07-11,,4.34,Cat 1: Purchased Goods & Services,Yes,EPA Emission Factors Hub 2024
SUP-00215,Xenon Logistics SA,UAE,IT Services,Tier 3,25.4,High,23.0,Overdue,2023-08-24,"Bribery & corruption, Water stress, Forced labor risk",6.87,Cat 15: Investments,No,EXIOBASE v3.8
SUP-00216,Zenith Technologies Co,Bangladesh,Steel & Metals,Tier 3,45.6,Medium,5741.0,Compliant,2022-09-19,"Water stress, Diversity gap",42.58,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-00217,Umbra Trading Ltd,United Kingdom,Energy Services,Tier 1,76.8,Medium,455.6,Compliant,2022-08-09,Effluent management,4.09,Cat 3: Fuel & Energy Related,No,Industry Average (IEA)
SUP-00218,Delta Packaging SA,United Kingdom,Electronics,Tier 1,64.7,High,502.4,Overdue,2023-01-27,"Conflict minerals, Biodiversity impact",31.32,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-00219,Polaris Technologies Co,Vietnam,Manufacturing,Tier 2,61.8,Medium,431.2,Compliant,2024-04-07,Biodiversity impact,12.04,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-00220,Indus Logistics AG,Germany,Construction,Tier 1,95.0,Medium,888.6,Pending,2023-08-11,"Energy intensity, Waste disposal, Diversity gap",12.46,Cat 2: Capital Goods,No,USEEIO v2.0
SUP-00221,Orion Trading Corp,Egypt,Industrial Equipment,Tier 3,45.2,Medium,243.5,Compliant,2024-09-20,"Climate transition risk, Labor practices",11.64,Cat 2: Capital Goods,No,Supplier-reported (CDP)
SUP-00222,Indus Solutions Ltd,Sri Lanka,Energy Services,Tier 1,71.6,Medium,1051.1,Compliant,2021-05-20,"Worker safety, Labor practices, Effluent management",7.5,Cat 3: Fuel & Energy Related,No,DEFRA UK 2024
SUP-00223,Ember Works Corp,Vietnam,Chemicals,Tier 2,55.7,Medium,1869.0,Action Plan,2024-09-04,Child labor risk,17.26,Cat 11: Use of Sold Products,No,Supplier-reported (CDP)
SUP-00224,Vector Materials GmbH,Saudi Arabia,Agriculture,Tier 2,53.5,Medium,833.5,Pending,2024-04-23,Living wage,8.52,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-00225,Meridian Industries LLP,Indonesia,Agriculture,Tier 1,79.6,Low,463.6,Compliant,2023-07-21,"Effluent management, Living wage",6.29,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-00226,Wolfram Chemicals Pvt Ltd,Egypt,Engineering Services,Tier 1,76.1,Low,87.0,Compliant,2023-08-20,"Biodiversity impact, Living wage",9.31,Cat 2: Capital Goods,No,Industry Average (IEA)
SUP-00227,Gemini Group LLP,Saudi Arabia,Transportation,Tier 2,74.4,Medium,784.0,Pending,2022-01-18,"Effluent management, Data security",12.61,Cat 4: Upstream Transportation,No,GLEC Framework v3.0
SUP-00228,Cardinal Industries GmbH,Spain,Energy Services,Tier 1,65.0,Medium,824.8,Compliant,2024-02-27,Tax transparency,9.12,Cat 3: Fuel & Energy Related,No,DEFRA UK 2024
SUP-00229,Granite Holdings Pvt Ltd,Italy,Packaging,Tier 1,74.6,Medium,903.5,Compliant,2021-05-08,"Data security, Forced labor risk",16.79,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
