risk_id,category,scenario,time_horizon,likelihood,financial_impact_inr_crores,mitigation,status,owner,affected_business_unit,risk_description
CR-00140,Physical-Acute,IEA-APS,Medium (2-5 yr),Almost Certain,6.86,Capex earmarked in 5-yr plan,Open,EHS Director,PCH-VDR,"Cyclone disruption to Hazira, Paradip refineries"
CR-00141,Physical-Acute,IEA-APS,Medium (2-5 yr),Possible,27.28,Supplier contract pass-through,Closed,CRO Office,MKT-EXP,"Cyclone disruption to Hazira, Paradip refineries"
CR-00142,Physical-Acute,IEA-APS,Medium (2-5 yr),Likely,312.21,Hedging via carbon market,Closed,CRO Office,PJT-EVS,"Cyclone disruption to Hazira, Paradip refineries"
CR-00143,Physical-Acute,IEA-APS,Medium (2-5 yr),Rare,2.46,Workforce reskilling programme,Open,EHS Director,RSK-PHY,"Cyclone disruption to Hazira, Paradip refineries"
CR-00144,Physical-Acute,IEA-APS,Medium (2-5 yr),Possible,3.28,Capex earmarked in 5-yr plan,Closed,Plant Operations,RSK-SUP,"Cyclone disruption to Hazira, Paradip refineries"
CR-00145,Physical-Acute,IEA-APS,Medium (2-5 yr),Possible,591.76,Hedging via carbon market,Open,Investor Relations,LOG-NSK,"Cyclone disruption to Hazira, Paradip refineries"
CR-00146,Physical-Acute,IEA-APS,Medium (2-5 yr),Likely,8.38,Hedging via carbon market,Mitigating,Sustainability — Climate,BIZ-PLM,"Cyclone disruption to Hazira, Paradip refineries"
CR-00147,Physical-Acute,IEA-APS,Long (5-10 yr),Rare,148.65,Capex earmarked in 5-yr plan,Closed,Procurement,RND-HYD,"Cyclone disruption to Hazira, Paradip refineries"
CR-00148,Physical-Acute,IEA-APS,Long (5-10 yr),Likely,22.52,Capex earmarked in 5-yr plan,Open,EHS Director,BIZ-PCK,"Cyclone disruption to Hazira, Paradip refineries"
CR-00149,Physical-Acute,IEA-APS,Long (5-10 yr),Likely,0.89,Site-level adaptation plan,Mitigating,Investor Relations,LOG-TUT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00150,Physical-Acute,IEA-APS,Long (5-10 yr),Possible,2.02,Site-level adaptation plan,Mitigating,EHS Director,OFC-JPR,"Cyclone disruption to Hazira, Paradip refineries"
CR-00151,Physical-Acute,IEA-APS,Long (5-10 yr),Almost Certain,2.59,Supplier contract pass-through,Mitigating,Procurement,FNC-PRC,"Cyclone disruption to Hazira, Paradip refineries"
CR-00152,Physical-Acute,IEA-APS,Long (5-10 yr),Possible,0.88,Workforce reskilling programme,Mitigating,Plant Operations,FNC-HRM,"Cyclone disruption to Hazira, Paradip refineries"
CR-00153,Physical-Acute,IEA-APS,Long (5-10 yr),Likely,1.27,Capex earmarked in 5-yr plan,Closed,Sustainability — Climate,PCH-GDR,"Cyclone disruption to Hazira, Paradip refineries"
CR-00154,Physical-Acute,IEA-APS,Long (5-10 yr),Likely,11.25,Vendor diversification programme,Mitigating,EHS Director,MKT-B2C,"Cyclone disruption to Hazira, Paradip refineries"
CR-00155,Physical-Acute,IEA-APS,Long (5-10 yr),Almost Certain,28.47,Capex earmarked in 5-yr plan,Mitigating,Strategy & Planning,HQ,"Cyclone disruption to Hazira, Paradip refineries"
CR-00156,Physical-Acute,IEA-APS,Long (5-10 yr),Possible,8.45,Engineering controls — process,Mitigating,Plant Operations,PJT-RNW,"Cyclone disruption to Hazira, Paradip refineries"
CR-00157,Physical-Acute,IEA-APS,Very Long (10-30 yr),Rare,2.5,Hedging via carbon market,Mitigating,Sustainability — Climate,LOG-MNG,"Cyclone disruption to Hazira, Paradip refineries"
CR-00158,Physical-Acute,IEA-APS,Very Long (10-30 yr),Likely,91.3,Vendor diversification programme,Mitigating,Plant Operations,DST-HYD,"Cyclone disruption to Hazira, Paradip refineries"
CR-00159,Physical-Acute,IEA-APS,Very Long (10-30 yr),Possible,121.77,PPA conversion to renewables,Mitigating,EHS Director,OFC-JPR,"Cyclone disruption to Hazira, Paradip refineries"
CR-00160,Physical-Acute,IEA-APS,Very Long (10-30 yr),Likely,8.56,Workforce reskilling programme,Closed,Investor Relations,OFC-KCH,"Cyclone disruption to Hazira, Paradip refineries"
CR-00161,Physical-Acute,IEA-APS,Very Long (10-30 yr),Possible,90.68,Insurance coverage expanded,Mitigating,Group HR,FNC-LGL,"Cyclone disruption to Hazira, Paradip refineries"
CR-00162,Physical-Acute,IEA-APS,Very Long (10-30 yr),Likely,3.63,Customer transition partnership,Open,Legal & Compliance,PCH-DHJ,"Cyclone disruption to Hazira, Paradip refineries"
CR-00163,Physical-Acute,IEA-APS,Very Long (10-30 yr),Likely,5.84,Hedging via carbon market,Mitigating,Plant Operations,FNC-CSR,"Cyclone disruption to Hazira, Paradip refineries"
CR-00164,Physical-Acute,IEA-APS,Very Long (10-30 yr),Rare,4.49,Capex earmarked in 5-yr plan,Mitigating,Strategy & Planning,MKT-SMB,"Cyclone disruption to Hazira, Paradip refineries"
CR-00165,Physical-Acute,IEA-STEPS,Short (0-2 yr),Likely,0.59,Workforce reskilling programme,Mitigating,Investor Relations,LOG-TUT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00166,Physical-Acute,IEA-STEPS,Short (0-2 yr),Possible,2.23,PPA conversion to renewables,Mitigating,Procurement,RND-PUN,"Cyclone disruption to Hazira, Paradip refineries"
CR-00167,Physical-Acute,IEA-STEPS,Short (0-2 yr),Possible,15.19,Insurance coverage expanded,Closed,Treasury,PJT-DIG,"Cyclone disruption to Hazira, Paradip refineries"
CR-00168,Physical-Acute,IEA-STEPS,Short (0-2 yr),Possible,152.14,PPA conversion to renewables,Mitigating,Sustainability — Climate,PJT-DAT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00169,Physical-Acute,IEA-STEPS,Short (0-2 yr),Possible,2.57,Insurance coverage expanded,Mitigating,Procurement,OFC-CHN,"Cyclone disruption to Hazira, Paradip refineries"
CR-00170,Physical-Acute,IEA-STEPS,Short (0-2 yr),Possible,39.21,Supplier contract pass-through,Open,Treasury,BIZ-FUE,"Cyclone disruption to Hazira, Paradip refineries"
CR-00171,Physical-Acute,IEA-STEPS,Short (0-2 yr),Possible,1.78,Insurance coverage expanded,Mitigating,Sustainability — Climate,PCH-DHJ,"Cyclone disruption to Hazira, Paradip refineries"
CR-00172,Physical-Acute,IEA-STEPS,Short (0-2 yr),Almost Certain,43.85,Vendor diversification programme,Mitigating,CRO Office,FW-CDP,"Cyclone disruption to Hazira, Paradip refineries"
CR-00173,Physical-Acute,IEA-STEPS,Medium (2-5 yr),Possible,444.97,Insurance coverage expanded,Mitigating,Investor Relations,FW-CDPW,"Cyclone disruption to Hazira, Paradip refineries"
CR-00174,Physical-Acute,IEA-STEPS,Medium (2-5 yr),Rare,394.65,Customer transition partnership,Mitigating,Strategy & Planning,MKT-SMB,"Cyclone disruption to Hazira, Paradip refineries"
CR-00175,Physical-Acute,IEA-STEPS,Medium (2-5 yr),Likely,44.71,Site-level adaptation plan,Open,Treasury,LOG-KND,"Cyclone disruption to Hazira, Paradip refineries"
CR-00176,Physical-Acute,IEA-STEPS,Medium (2-5 yr),Possible,6.43,Site-level adaptation plan,Open,Treasury,RND-HYD,"Cyclone disruption to Hazira, Paradip refineries"
CR-00177,Physical-Acute,IEA-STEPS,Medium (2-5 yr),Possible,12.65,Capex earmarked in 5-yr plan,Mitigating,Strategy & Planning,FNC-HRM,"Cyclone disruption to Hazira, Paradip refineries"
CR-00178,Physical-Acute,IEA-STEPS,Medium (2-5 yr),Possible,10.7,Capex earmarked in 5-yr plan,Mitigating,Group HR,PJT-WTR,"Cyclone disruption to Hazira, Paradip refineries"
CR-00179,Physical-Acute,IEA-STEPS,Medium (2-5 yr),Almost Certain,23.81,Insurance coverage expanded,Mitigating,Strategy & Planning,PJT-SAF,"Cyclone disruption to Hazira, Paradip refineries"
CR-00180,Physical-Acute,IEA-STEPS,Medium (2-5 yr),Possible,18.9,Capex earmarked in 5-yr plan,Closed,Legal & Compliance,OFC-AMD,"Cyclone disruption to Hazira, Paradip refineries"
CR-00181,Physical-Acute,IEA-STEPS,Long (5-10 yr),Likely,23.11,Vendor diversification programme,Mitigating,Plant Operations,RSK-SUP,"Cyclone disruption to Hazira, Paradip refineries"
CR-00182,Physical-Acute,IEA-STEPS,Long (5-10 yr),Possible,1.27,Insurance coverage expanded,Open,Treasury,RSK-DAT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00183,Physical-Acute,IEA-STEPS,Long (5-10 yr),Possible,3.9,Customer transition partnership,Closed,CRO Office,MKT-DTC,"Cyclone disruption to Hazira, Paradip refineries"
CR-00184,Physical-Acute,IEA-STEPS,Long (5-10 yr),Possible,4.37,Vendor diversification programme,Closed,EHS Director,PJT-DEI,"Cyclone disruption to Hazira, Paradip refineries"
CR-00185,Physical-Acute,IEA-STEPS,Long (5-10 yr),Possible,7.49,Vendor diversification programme,Mitigating,Procurement,PJT-COC,"Cyclone disruption to Hazira, Paradip refineries"
CR-00186,Physical-Acute,IEA-STEPS,Long (5-10 yr),Possible,4.93,Supplier contract pass-through,Open,Plant Operations,OFC-AMD,"Cyclone disruption to Hazira, Paradip refineries"
CR-00187,Physical-Acute,IEA-STEPS,Long (5-10 yr),Likely,13.24,PPA conversion to renewables,Open,Treasury,BIZ-PCK,"Cyclone disruption to Hazira, Paradip refineries"
CR-00188,Physical-Acute,IEA-STEPS,Long (5-10 yr),Possible,6.4,Capex earmarked in 5-yr plan,Mitigating,Group HR,DST-IND,"Cyclone disruption to Hazira, Paradip refineries"
CR-00189,Physical-Acute,IEA-STEPS,Long (5-10 yr),Possible,36.35,Customer transition partnership,Mitigating,Treasury,RND-SRT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00190,Physical-Acute,IEA-STEPS,Very Long (10-30 yr),Likely,14.9,Vendor diversification programme,Mitigating,Procurement,BIZ-HYD,"Cyclone disruption to Hazira, Paradip refineries"
CR-00191,Physical-Acute,IEA-STEPS,Very Long (10-30 yr),Likely,9.04,Site-level adaptation plan,Mitigating,Investor Relations,LOG-VSP,"Cyclone disruption to Hazira, Paradip refineries"
CR-00192,Physical-Acute,IEA-STEPS,Very Long (10-30 yr),Possible,5.83,Supplier contract pass-through,Mitigating,EHS Director,OFC-DLH,"Cyclone disruption to Hazira, Paradip refineries"
CR-00193,Physical-Acute,IEA-STEPS,Very Long (10-30 yr),Likely,59.88,Engineering controls — process,Mitigating,Sustainability — Climate,FW-GRI,"Cyclone disruption to Hazira, Paradip refineries"
CR-00194,Physical-Acute,IEA-STEPS,Very Long (10-30 yr),Likely,7.18,Vendor diversification programme,Open,Procurement,LOG-MNG,"Cyclone disruption to Hazira, Paradip refineries"
CR-00195,Physical-Acute,IEA-STEPS,Very Long (10-30 yr),Rare,3.11,Hedging via carbon market,Open,Group HR,LOG-KND,"Cyclone disruption to Hazira, Paradip refineries"
CR-00196,Physical-Acute,IEA-STEPS,Very Long (10-30 yr),Likely,4.77,Capex earmarked in 5-yr plan,Closed,Treasury,PJT-DAT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00197,Physical-Acute,IEA-STEPS,Very Long (10-30 yr),Likely,17.2,Customer transition partnership,Mitigating,EHS Director,PJT-CIRC,"Cyclone disruption to Hazira, Paradip refineries"
CR-00198,Physical-Acute,RCP2.6,Short (0-2 yr),Likely,4.16,Customer transition partnership,Mitigating,Legal & Compliance,RSK-REP,"Cyclone disruption to Hazira, Paradip refineries"
CR-00199,Physical-Acute,RCP2.6,Short (0-2 yr),Likely,11.12,Site-level adaptation plan,Mitigating,Procurement,OFC-KCH,"Cyclone disruption to Hazira, Paradip refineries"
CR-00200,Physical-Acute,RCP2.6,Short (0-2 yr),Almost Certain,3.34,Supplier contract pass-through,Mitigating,Treasury,BIZ-SPC,"Cyclone disruption to Hazira, Paradip refineries"
CR-00201,Physical-Acute,RCP2.6,Short (0-2 yr),Rare,4.22,Customer transition partnership,Open,CRO Office,FW-IFRS,"Cyclone disruption to Hazira, Paradip refineries"
CR-00202,Physical-Acute,RCP2.6,Short (0-2 yr),Rare,8.88,Site-level adaptation plan,Mitigating,Group HR,PJT-COM,"Cyclone disruption to Hazira, Paradip refineries"
CR-00203,Physical-Acute,RCP2.6,Short (0-2 yr),Possible,0.97,Capex earmarked in 5-yr plan,Closed,CRO Office,FNC-COM,"Cyclone disruption to Hazira, Paradip refineries"
CR-00204,Physical-Acute,RCP2.6,Short (0-2 yr),Rare,16.7,PPA conversion to renewables,Mitigating,Investor Relations,RSK-PHY,"Cyclone disruption to Hazira, Paradip refineries"
CR-00205,Physical-Acute,RCP2.6,Short (0-2 yr),Almost Certain,7.54,Supplier contract pass-through,Closed,Investor Relations,MKT-PSU,"Cyclone disruption to Hazira, Paradip refineries"
CR-00206,Physical-Acute,RCP2.6,Short (0-2 yr),Almost Certain,1.35,Capex earmarked in 5-yr plan,Closed,Group HR,FW-CDPW,"Cyclone disruption to Hazira, Paradip refineries"
CR-00207,Physical-Acute,RCP2.6,Short (0-2 yr),Possible,4.48,Capex earmarked in 5-yr plan,Open,Strategy & Planning,OFC-JPR,"Cyclone disruption to Hazira, Paradip refineries"
CR-00208,Physical-Acute,RCP2.6,Medium (2-5 yr),Possible,21.34,Workforce reskilling programme,Mitigating,Strategy & Planning,RND-BLR,"Cyclone disruption to Hazira, Paradip refineries"
CR-00209,Physical-Acute,RCP2.6,Medium (2-5 yr),Possible,36.25,Customer transition partnership,Mitigating,Strategy & Planning,RSK-REP,"Cyclone disruption to Hazira, Paradip refineries"
CR-00210,Physical-Acute,RCP2.6,Medium (2-5 yr),Rare,12.28,Vendor diversification programme,Open,CRO Office,FW-CDPW,"Cyclone disruption to Hazira, Paradip refineries"
CR-00211,Physical-Acute,RCP2.6,Medium (2-5 yr),Possible,20.75,Workforce reskilling programme,Mitigating,Group HR,PJT-CYB,"Cyclone disruption to Hazira, Paradip refineries"
CR-00212,Physical-Acute,RCP2.6,Medium (2-5 yr),Possible,6.88,Hedging via carbon market,Mitigating,CRO Office,RSK-REG,"Cyclone disruption to Hazira, Paradip refineries"
CR-00213,Physical-Acute,RCP2.6,Medium (2-5 yr),Possible,1.81,Capex earmarked in 5-yr plan,Mitigating,Treasury,FNC-IT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00214,Physical-Acute,RCP2.6,Medium (2-5 yr),Possible,1.91,Vendor diversification programme,Open,Strategy & Planning,LOG-KND,"Cyclone disruption to Hazira, Paradip refineries"
CR-00215,Physical-Acute,RCP2.6,Long (5-10 yr),Rare,29.92,Supplier contract pass-through,Mitigating,Treasury,FW-TNFD,"Cyclone disruption to Hazira, Paradip refineries"
CR-00216,Physical-Acute,RCP2.6,Long (5-10 yr),Rare,6.27,Hedging via carbon market,Mitigating,Legal & Compliance,DST-IND,"Cyclone disruption to Hazira, Paradip refineries"
CR-00217,Physical-Acute,RCP2.6,Long (5-10 yr),Likely,31.63,Site-level adaptation plan,Mitigating,EHS Director,FNC-PRC,"Cyclone disruption to Hazira, Paradip refineries"
CR-00218,Physical-Acute,RCP2.6,Long (5-10 yr),Possible,6.78,Engineering controls — process,Mitigating,Group HR,REF-HZR,"Cyclone disruption to Hazira, Paradip refineries"
CR-00219,Physical-Acute,RCP2.6,Long (5-10 yr),Possible,11.44,Vendor diversification programme,Mitigating,EHS Director,LOG-VSP,"Cyclone disruption to Hazira, Paradip refineries"
CR-00220,Physical-Acute,RCP2.6,Long (5-10 yr),Rare,3.34,Hedging via carbon market,Mitigating,Procurement,RSK-BIO,"Cyclone disruption to Hazira, Paradip refineries"
CR-00221,Physical-Acute,RCP2.6,Long (5-10 yr),Possible,2.23,PPA conversion to renewables,Mitigating,Procurement,RND-PUN,"Cyclone disruption to Hazira, Paradip refineries"
CR-00222,Physical-Acute,RCP2.6,Long (5-10 yr),Possible,11.18,Engineering controls — process,Open,Sustainability — Climate,HQ,"Cyclone disruption to Hazira, Paradip refineries"
CR-00223,Physical-Acute,RCP2.6,Long (5-10 yr),Possible,17.79,Vendor diversification programme,Mitigating,Legal & Compliance,BIZ-LUB,"Cyclone disruption to Hazira, Paradip refineries"
CR-00224,Physical-Acute,RCP2.6,Very Long (10-30 yr),Likely,0.5,PPA conversion to renewables,Mitigating,Plant Operations,RSK-REG,"Cyclone disruption to Hazira, Paradip refineries"
CR-00225,Physical-Acute,RCP2.6,Very Long (10-30 yr),Possible,0.5,Vendor diversification programme,Mitigating,Legal & Compliance,FW-CDPW,"Cyclone disruption to Hazira, Paradip refineries"
CR-00226,Physical-Acute,RCP2.6,Very Long (10-30 yr),Rare,4.11,Customer transition partnership,Mitigating,Procurement,MKT-DTC,"Cyclone disruption to Hazira, Paradip refineries"
CR-00227,Physical-Acute,RCP2.6,Very Long (10-30 yr),Possible,5.51,Site-level adaptation plan,Open,Procurement,REG-WST,"Cyclone disruption to Hazira, Paradip refineries"
CR-00228,Physical-Acute,RCP2.6,Very Long (10-30 yr),Possible,25.38,Supplier contract pass-through,Mitigating,Treasury,PCH-NGT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00229,Physical-Acute,RCP4.5,Short (0-2 yr),Likely,0.52,Capex earmarked in 5-yr plan,Closed,Strategy & Planning,OFC-JPR,"Cyclone disruption to Hazira, Paradip refineries"
CR-00230,Physical-Acute,RCP4.5,Short (0-2 yr),Rare,4.39,Hedging via carbon market,Mitigating,Treasury,PCH-HLD,"Cyclone disruption to Hazira, Paradip refineries"
CR-00231,Physical-Acute,RCP4.5,Short (0-2 yr),Possible,2.75,Vendor diversification programme,Closed,Strategy & Planning,REG-AMR,"Cyclone disruption to Hazira, Paradip refineries"
CR-00232,Physical-Acute,RCP4.5,Short (0-2 yr),Rare,6.39,Workforce reskilling programme,Mitigating,Procurement,PJT-DEI,"Cyclone disruption to Hazira, Paradip refineries"
CR-00233,Physical-Acute,RCP4.5,Short (0-2 yr),Rare,30.65,PPA conversion to renewables,Mitigating,Procurement,PCH-NGT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00234,Physical-Acute,RCP4.5,Short (0-2 yr),Likely,2.1,Vendor diversification programme,Mitigating,Group HR,BIZ-PLM,"Cyclone disruption to Hazira, Paradip refineries"
CR-00235,Physical-Acute,RCP4.5,Short (0-2 yr),Likely,6.44,Supplier contract pass-through,Mitigating,Procurement,PJT-EVS,"Cyclone disruption to Hazira, Paradip refineries"
CR-00236,Physical-Acute,RCP4.5,Short (0-2 yr),Likely,4.53,Site-level adaptation plan,Mitigating,EHS Director,REG-WST,"Cyclone disruption to Hazira, Paradip refineries"
CR-00237,Physical-Acute,RCP4.5,Medium (2-5 yr),Likely,12.27,Insurance coverage expanded,Closed,Legal & Compliance,REG-INT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00238,Physical-Acute,RCP4.5,Medium (2-5 yr),Rare,8.77,Workforce reskilling programme,Mitigating,Treasury,MKT-SMB,"Cyclone disruption to Hazira, Paradip refineries"
CR-00239,Physical-Acute,RCP4.5,Medium (2-5 yr),Possible,102.94,PPA conversion to renewables,Mitigating,Group HR,PCH-DHJ,"Cyclone disruption to Hazira, Paradip refineries"
CR-00240,Physical-Acute,RCP4.5,Medium (2-5 yr),Likely,8.42,PPA conversion to renewables,Mitigating,Plant Operations,MKT-B2C,"Cyclone disruption to Hazira, Paradip refineries"
CR-00241,Physical-Acute,RCP4.5,Medium (2-5 yr),Likely,40.55,Customer transition partnership,Mitigating,Strategy & Planning,PJT-DAT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00242,Physical-Acute,RCP4.5,Long (5-10 yr),Rare,0.79,Supplier contract pass-through,Mitigating,Group HR,MKT-SMB,"Cyclone disruption to Hazira, Paradip refineries"
CR-00243,Physical-Acute,RCP4.5,Long (5-10 yr),Possible,1.45,PPA conversion to renewables,Mitigating,CRO Office,FNC-HRM,"Cyclone disruption to Hazira, Paradip refineries"
CR-00244,Physical-Acute,RCP4.5,Long (5-10 yr),Likely,26.6,Hedging via carbon market,Mitigating,Strategy & Planning,FNC-PRC,"Cyclone disruption to Hazira, Paradip refineries"
CR-00245,Physical-Acute,RCP4.5,Long (5-10 yr),Likely,24.59,Vendor diversification programme,Mitigating,CRO Office,OFC-CMB,"Cyclone disruption to Hazira, Paradip refineries"
CR-00246,Physical-Acute,RCP4.5,Long (5-10 yr),Possible,7.38,Workforce reskilling programme,Open,Group HR,PCH-NGT,"Cyclone disruption to Hazira, Paradip refineries"
CR-00247,Physical-Acute,RCP4.5,Long (5-10 yr),Likely,83.94,Capex earmarked in 5-yr plan,Mitigating,Investor Relations,LOG-TUT,"Cyclone disruption to Hazira, Paradip refineries"
