control_id,process,esg_metric_linked,control_owner,test_date,deficiency_flag,remediation_status,sox_section,control_type,frequency,tester,evidence_doc_id,control_objective,business_unit,grc_tool
ICFR-F-00123,Procure-to-Pay,,EHS,2024-12-18,None,Not Applicable,404,Corrective,Quarterly,Independent — PwC,AUD-FY24-Q3-000123,Ensure rights & obligations are properly recognised,PJT-WHB,MetricStream
ICFR-F-00124,Procure-to-Pay,,EHS,2025-03-08,Material,In Progress,404,Corrective,Quarterly,Internal Audit (in-house),AUD-FY24-Q4-000124,Ensure accuracy of recorded amounts and disclosures,RSK-REP,MetricStream
ICFR-F-00125,Procure-to-Pay,,EHS,2025-06-24,None,Not Applicable,404,Corrective,Quarterly,Internal Audit (in-house),AUD-FY25-Q1-000125,Ensure existence of underlying assets and obligations,RND-PUN,Workiva
ICFR-F-00126,Procure-to-Pay,,EHS,2025-09-16,Material,Open,404,Corrective,Quarterly,Independent — Deloitte,AUD-FY25-Q2-000126,Ensure accuracy of recorded amounts and disclosures,OFC-KCH,AuditBoard
ICFR-F-00127,Procure-to-Pay,,Procurement,2021-06-24,None,Not Applicable,404,Detective,Quarterly,Internal Audit (co-source — EY),AUD-FY21-Q1-000127,Ensure proper cut-off of period-end transactions,FW-CDP,MetricStream
ICFR-F-00128,Procure-to-Pay,,Procurement,2021-09-23,Deficiency,In Progress,404,Detective,Quarterly,Internal Audit (co-source — KPMG),AUD-FY21-Q2-000128,Ensure timely and accurate climate disclosure filing,BIZ-LUB,AuditBoard
ICFR-F-00129,Procure-to-Pay,,Procurement,2021-12-14,Material,Open,404,Detective,Quarterly,Internal Audit (in-house),AUD-FY21-Q3-000129,Ensure accuracy of recorded amounts and disclosures,MKT-B2C,AuditBoard
ICFR-F-00130,Procure-to-Pay,,Procurement,2022-03-16,Significant,In Progress,404,Detective,Quarterly,Internal Audit (co-source — EY),AUD-FY21-Q4-000130,Ensure timely and accurate climate disclosure filing,PJT-CYB,AuditBoard
ICFR-F-00131,Procure-to-Pay,,Procurement,2022-06-20,None,Not Applicable,404,Detective,Quarterly,Self-test (Process Owner),AUD-FY22-Q1-000131,Ensure proper cut-off of period-end transactions,FNC-IT,Workiva
ICFR-F-00132,Procure-to-Pay,,Procurement,2022-09-12,None,Not Applicable,404,Detective,Quarterly,Internal Audit (co-source — EY),AUD-FY22-Q2-000132,Ensure rights & obligations are properly recognised,FW-IFRS,ServiceNow GRC
ICFR-F-00133,Procure-to-Pay,,Procurement,2022-12-06,None,Not Applicable,404,Detective,Quarterly,Internal Audit (in-house),AUD-FY22-Q3-000133,Ensure timely and accurate climate disclosure filing,DST-IND,ServiceNow GRC
ICFR-F-00134,Procure-to-Pay,,Procurement,2023-03-26,Significant,In Progress,404,Detective,Quarterly,Internal Audit (co-source — EY),AUD-FY22-Q4-000134,Ensure ESG data lineage and source traceability,MKT-B2C,MetricStream
ICFR-F-00135,Procure-to-Pay,,Procurement,2023-06-15,None,Not Applicable,404,Detective,Quarterly,Internal Audit (co-source — EY),AUD-FY23-Q1-000135,Ensure rights & obligations are properly recognised,RSK-REP,ServiceNow GRC
ICFR-F-00136,Procure-to-Pay,,Procurement,2023-09-14,None,Not Applicable,404,Detective,Quarterly,Self-test (Process Owner),AUD-FY23-Q2-000136,Ensure ESG data lineage and source traceability,FNC-CSR,MetricStream
ICFR-F-00137,Procure-to-Pay,,Procurement,2023-12-21,None,Not Applicable,404,Detective,Quarterly,Self-test (Process Owner),AUD-FY23-Q3-000137,Ensure ESG metric calculation conforms to GHG Protocol,LOG-VSP,Workiva
ICFR-F-00138,Procure-to-Pay,,Procurement,2024-03-18,None,Not Applicable,404,Detective,Quarterly,Independent — Deloitte,AUD-FY23-Q4-000138,Ensure completeness of recorded transactions in the period,RSK-WTR,MetricStream
ICFR-F-00139,Procure-to-Pay,,Procurement,2024-06-26,None,Not Applicable,404,Detective,Quarterly,Self-test (Process Owner),AUD-FY24-Q1-000139,Ensure ESG metric calculation conforms to GHG Protocol,RSK-PHY,MetricStream
ICFR-F-00140,Procure-to-Pay,,Procurement,2024-09-28,Deficiency,Tested — Passed,404,Detective,Quarterly,Self-test (Process Owner),AUD-FY24-Q2-000140,Ensure rights & obligations are properly recognised,PJT-WHB,AuditBoard
ICFR-F-00141,Procure-to-Pay,,Procurement,2024-12-06,Deficiency,In Progress,404,Detective,Quarterly,Internal Audit (co-source — EY),AUD-FY24-Q3-000141,Ensure existence of underlying assets and obligations,RND-HYD,OneTrust
ICFR-F-00142,Procure-to-Pay,,Procurement,2025-03-27,None,Not Applicable,404,Detective,Quarterly,Independent — PwC,AUD-FY24-Q4-000142,Ensure ESG metric calculation conforms to GHG Protocol,LOG-KND,ServiceNow GRC
ICFR-F-00143,Procure-to-Pay,,Procurement,2025-06-22,Material,In Progress,404,Detective,Quarterly,Independent — PwC,AUD-FY25-Q1-000143,Ensure proper classification in financial statements,DST-KOL,Workiva
ICFR-F-00144,Procure-to-Pay,,Procurement,2025-09-18,Deficiency,Tested — Passed,404,Detective,Quarterly,Independent — Deloitte,AUD-FY25-Q2-000144,Ensure proper authorisation of journal entries and adjustments,PCH-JMG,OneTrust
ICFR-F-00145,Procure-to-Pay,,Controller's Office,2021-06-06,None,Not Applicable,404,Preventive,Monthly,Internal Audit (co-source — KPMG),AUD-FY21-Q1-000145,Ensure timely and accurate climate disclosure filing,REG-STH,ServiceNow GRC
ICFR-F-00146,Procure-to-Pay,,Controller's Office,2021-09-22,None,Not Applicable,404,Preventive,Monthly,Independent — Deloitte,AUD-FY21-Q2-000146,Ensure proper cut-off of period-end transactions,HQ,MetricStream
ICFR-F-00147,Procure-to-Pay,,Controller's Office,2021-12-27,Deficiency,Open,404,Preventive,Monthly,Independent — Deloitte,AUD-FY21-Q3-000147,Ensure rights & obligations are properly recognised,LOG-KND,ServiceNow GRC
ICFR-F-00148,Procure-to-Pay,,Controller's Office,2022-03-27,None,Not Applicable,404,Preventive,Monthly,Independent — PwC,AUD-FY21-Q4-000148,Ensure completeness of recorded transactions in the period,RND-PUN,OneTrust
ICFR-F-00149,Procure-to-Pay,,Controller's Office,2022-06-21,Deficiency,Tested — Passed,404,Preventive,Monthly,Independent — Deloitte,AUD-FY22-Q1-000149,Ensure completeness of recorded transactions in the period,DST-LKO,AuditBoard
ICFR-F-00150,Procure-to-Pay,,Controller's Office,2022-09-19,None,Not Applicable,404,Preventive,Monthly,Independent — Deloitte,AUD-FY22-Q2-000150,Ensure proper cut-off of period-end transactions,LOG-TUT,ServiceNow GRC
ICFR-F-00151,Procure-to-Pay,,Controller's Office,2022-12-25,Deficiency,Closed,404,Preventive,Monthly,Self-test (Process Owner),AUD-FY22-Q3-000151,Ensure proper classification in financial statements,OFC-DLH,ServiceNow GRC
ICFR-F-00152,Procure-to-Pay,,Controller's Office,2023-03-27,Deficiency,Tested — Passed,404,Preventive,Monthly,Internal Audit (co-source — EY),AUD-FY22-Q4-000152,Ensure proper authorisation of journal entries and adjustments,DST-LKO,Workiva
ICFR-F-00153,Procure-to-Pay,,Controller's Office,2023-06-22,None,Not Applicable,404,Preventive,Monthly,Internal Audit (co-source — EY),AUD-FY23-Q1-000153,Ensure existence of underlying assets and obligations,OFC-CMB,ServiceNow GRC
ICFR-F-00154,Procure-to-Pay,,Controller's Office,2023-09-09,Deficiency,In Progress,404,Preventive,Monthly,Internal Audit (co-source — EY),AUD-FY23-Q2-000154,Ensure proper classification in financial statements,RSK-WTR,ServiceNow GRC
ICFR-F-00155,Procure-to-Pay,,Controller's Office,2023-12-19,None,Not Applicable,404,Preventive,Monthly,Internal Audit (co-source — KPMG),AUD-FY23-Q3-000155,Ensure rights & obligations are properly recognised,LOG-NSK,ServiceNow GRC
ICFR-F-00156,Procure-to-Pay,,Controller's Office,2024-03-07,Significant,Re-test Required,404,Preventive,Monthly,Internal Audit (in-house),AUD-FY23-Q4-000156,Ensure ESG data lineage and source traceability,MKT-EXP,Workiva
ICFR-F-00157,Procure-to-Pay,,Controller's Office,2024-06-28,Deficiency,Open,404,Preventive,Monthly,Independent — Deloitte,AUD-FY24-Q1-000157,Ensure rights & obligations are properly recognised,PJT-DEI,ServiceNow GRC
ICFR-F-00158,Procure-to-Pay,,Controller's Office,2024-09-16,None,Not Applicable,404,Preventive,Monthly,Internal Audit (co-source — EY),AUD-FY24-Q2-000158,Ensure proper classification in financial statements,MKT-PSU,MetricStream
ICFR-F-00159,Procure-to-Pay,,Controller's Office,2024-12-06,Material,In Progress,404,Preventive,Monthly,Internal Audit (co-source — KPMG),AUD-FY24-Q3-000159,Ensure proper classification in financial statements,RSK-REG,OneTrust
ICFR-F-00160,Procure-to-Pay,,Controller's Office,2025-03-20,None,Not Applicable,404,Preventive,Monthly,Self-test (Process Owner),AUD-FY24-Q4-000160,Ensure rights & obligations are properly recognised,FW-CDPW,ServiceNow GRC
ICFR-F-00161,Procure-to-Pay,,Controller's Office,2025-06-26,Deficiency,Open,404,Preventive,Monthly,Self-test (Process Owner),AUD-FY25-Q1-000161,Ensure rights & obligations are properly recognised,PJT-CYB,MetricStream
ICFR-F-00162,Procure-to-Pay,,Controller's Office,2025-09-28,Deficiency,Tested — Passed,404,Preventive,Monthly,Internal Audit (co-source — KPMG),AUD-FY25-Q2-000162,Ensure proper authorisation of journal entries and adjustments,PJT-HRT,MetricStream
ICFR-F-00163,Procure-to-Pay,,Investor Relations,2021-06-13,Deficiency,Open,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY21-Q1-000163,Ensure proper cut-off of period-end transactions,PJT-LIV,OneTrust
ICFR-F-00164,Procure-to-Pay,,Investor Relations,2021-09-21,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY21-Q2-000164,Ensure proper classification in financial statements,RSK-TRN,Workiva
ICFR-F-00165,Procure-to-Pay,,Investor Relations,2021-12-19,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY21-Q3-000165,Ensure proper cut-off of period-end transactions,FNC-HRM,Workiva
ICFR-F-00166,Procure-to-Pay,,Investor Relations,2022-03-08,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY21-Q4-000166,Ensure ESG metric calculation conforms to GHG Protocol,DST-HYD,OneTrust
ICFR-F-00167,Procure-to-Pay,,Investor Relations,2022-06-08,Material,In Progress,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY22-Q1-000167,Ensure existence of underlying assets and obligations,RSK-PHY,AuditBoard
ICFR-F-00168,Procure-to-Pay,,Investor Relations,2022-09-15,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY22-Q2-000168,Ensure proper cut-off of period-end transactions,HQ,Workiva
ICFR-F-00169,Procure-to-Pay,,Investor Relations,2022-12-28,Deficiency,Open,404,Preventive,Annual,Independent — Deloitte,AUD-FY22-Q3-000169,Ensure rights & obligations are properly recognised,PCH-GDR,AuditBoard
ICFR-F-00170,Procure-to-Pay,,Investor Relations,2023-03-05,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY22-Q4-000170,Ensure accuracy of recorded amounts and disclosures,PJT-CCS,ServiceNow GRC
ICFR-F-00171,Procure-to-Pay,,Investor Relations,2023-06-19,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY23-Q1-000171,Ensure ESG data lineage and source traceability,DST-IND,ServiceNow GRC
ICFR-F-00172,Procure-to-Pay,,Investor Relations,2023-09-15,Material,Re-test Required,404,Preventive,Annual,Self-test (Process Owner),AUD-FY23-Q2-000172,Ensure proper cut-off of period-end transactions,REG-WST,MetricStream
ICFR-F-00173,Procure-to-Pay,,Investor Relations,2023-12-11,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY23-Q3-000173,Ensure timely and accurate climate disclosure filing,MKT-B2C,MetricStream
ICFR-F-00174,Procure-to-Pay,,Investor Relations,2024-03-09,Material,In Progress,404,Preventive,Annual,Self-test (Process Owner),AUD-FY23-Q4-000174,Ensure timely and accurate climate disclosure filing,FNC-IT,Workiva
ICFR-F-00175,Procure-to-Pay,,Investor Relations,2024-06-18,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY24-Q1-000175,Ensure rights & obligations are properly recognised,PJT-EVS,MetricStream
ICFR-F-00176,Procure-to-Pay,,Investor Relations,2024-09-21,None,Not Applicable,404,Preventive,Annual,Internal Audit (in-house),AUD-FY24-Q2-000176,Ensure proper classification in financial statements,RSK-LIT,OneTrust
ICFR-F-00177,Procure-to-Pay,,Investor Relations,2024-12-09,None,Not Applicable,404,Preventive,Annual,Independent — Deloitte,AUD-FY24-Q3-000177,Ensure timely and accurate climate disclosure filing,REF-HZR,ServiceNow GRC
ICFR-F-00178,Procure-to-Pay,,Investor Relations,2025-03-06,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY24-Q4-000178,Ensure ESG metric calculation conforms to GHG Protocol,PJT-DAT,MetricStream
ICFR-F-00179,Procure-to-Pay,,Investor Relations,2025-06-11,None,Not Applicable,404,Preventive,Annual,Independent — Deloitte,AUD-FY25-Q1-000179,Ensure proper classification in financial statements,BIZ-FUE,OneTrust
ICFR-F-00180,Procure-to-Pay,,Investor Relations,2025-09-26,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY25-Q2-000180,Ensure accuracy of recorded amounts and disclosures,PCH-NGT,MetricStream
ICFR-F-00181,Procure-to-Pay,,Sustainability — Climate,2021-06-22,None,Not Applicable,404,Corrective,Weekly,Independent — PwC,AUD-FY21-Q1-000181,Ensure rights & obligations are properly recognised,FW-CSRD,ServiceNow GRC
ICFR-F-00182,Procure-to-Pay,,Sustainability — Climate,2021-09-11,Deficiency,Tested — Passed,404,Corrective,Weekly,Independent — Deloitte,AUD-FY21-Q2-000182,Ensure proper cut-off of period-end transactions,PJT-RNW,Workiva
ICFR-F-00183,Procure-to-Pay,,Sustainability — Climate,2021-12-26,None,Not Applicable,404,Corrective,Weekly,Independent — PwC,AUD-FY21-Q3-000183,Ensure ESG data lineage and source traceability,PJT-SAF,Workiva
ICFR-F-00184,Procure-to-Pay,,Sustainability — Climate,2022-03-14,None,Not Applicable,404,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY21-Q4-000184,Ensure accuracy of recorded amounts and disclosures,PJT-EVS,OneTrust
ICFR-F-00185,Procure-to-Pay,,Sustainability — Climate,2022-06-20,Deficiency,Open,404,Corrective,Weekly,Independent — Deloitte,AUD-FY22-Q1-000185,Ensure accuracy of recorded amounts and disclosures,MKT-PSU,AuditBoard
ICFR-F-00186,Procure-to-Pay,,Sustainability — Climate,2022-09-26,None,Not Applicable,404,Corrective,Weekly,Independent — Deloitte,AUD-FY22-Q2-000186,Ensure accuracy of recorded amounts and disclosures,BIZ-PLM,MetricStream
ICFR-F-00187,Procure-to-Pay,,Sustainability — Climate,2022-12-15,None,Not Applicable,404,Corrective,Weekly,Self-test (Process Owner),AUD-FY22-Q3-000187,Ensure proper classification in financial statements,FW-IFRS,OneTrust
ICFR-F-00188,Procure-to-Pay,,Sustainability — Climate,2023-03-17,None,Not Applicable,404,Corrective,Weekly,Internal Audit (in-house),AUD-FY22-Q4-000188,Ensure completeness of recorded transactions in the period,BIZ-SPC,MetricStream
ICFR-F-00189,Procure-to-Pay,,Sustainability — Climate,2023-06-26,None,Not Applicable,404,Corrective,Weekly,Independent — Deloitte,AUD-FY23-Q1-000189,Ensure timely and accurate climate disclosure filing,RSK-WTR,ServiceNow GRC
ICFR-F-00190,Procure-to-Pay,,Sustainability — Climate,2023-09-09,Material,In Progress,404,Corrective,Weekly,Self-test (Process Owner),AUD-FY23-Q2-000190,Ensure existence of underlying assets and obligations,MKT-B2C,MetricStream
ICFR-F-00191,Procure-to-Pay,,Sustainability — Climate,2023-12-18,None,Not Applicable,404,Corrective,Weekly,Self-test (Process Owner),AUD-FY23-Q3-000191,Ensure proper cut-off of period-end transactions,RSK-REP,ServiceNow GRC
ICFR-F-00192,Procure-to-Pay,,Sustainability — Climate,2024-03-20,Significant,Tested — Failed,404,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY23-Q4-000192,Ensure timely and accurate climate disclosure filing,PCH-VDR,AuditBoard
ICFR-F-00193,Procure-to-Pay,,Sustainability — Climate,2024-06-09,None,Not Applicable,404,Corrective,Weekly,Independent — PwC,AUD-FY24-Q1-000193,Ensure proper classification in financial statements,RSK-CYB,OneTrust
ICFR-F-00194,Procure-to-Pay,,Sustainability — Climate,2024-09-24,None,Not Applicable,404,Corrective,Weekly,Independent — Deloitte,AUD-FY24-Q2-000194,Ensure completeness of recorded transactions in the period,REG-WST,Workiva
ICFR-F-00195,Procure-to-Pay,,Sustainability — Climate,2024-12-06,None,Not Applicable,404,Corrective,Weekly,Independent — PwC,AUD-FY24-Q3-000195,Ensure proper classification in financial statements,RSK-PHY,AuditBoard
ICFR-F-00196,Procure-to-Pay,,Sustainability — Climate,2025-03-17,None,Not Applicable,404,Corrective,Weekly,Self-test (Process Owner),AUD-FY24-Q4-000196,Ensure accuracy of recorded amounts and disclosures,FW-BRSR,OneTrust
ICFR-F-00197,Procure-to-Pay,,Sustainability — Climate,2025-06-25,None,Not Applicable,404,Corrective,Weekly,Self-test (Process Owner),AUD-FY25-Q1-000197,Ensure proper authorisation of journal entries and adjustments,RSK-LIT,OneTrust
ICFR-F-00198,Procure-to-Pay,,Sustainability — Climate,2025-09-24,None,Not Applicable,404,Corrective,Weekly,Independent — PwC,AUD-FY25-Q2-000198,Ensure rights & obligations are properly recognised,REG-AMR,MetricStream
ICFR-F-00199,Procure-to-Pay,,Procurement,2021-06-09,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY21-Q1-000199,Ensure proper authorisation of journal entries and adjustments,MKT-PSU,MetricStream
ICFR-F-00200,Procure-to-Pay,,Procurement,2021-09-16,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY21-Q2-000200,Ensure proper classification in financial statements,RSK-REG,OneTrust
ICFR-F-00201,Procure-to-Pay,,Procurement,2021-12-11,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY21-Q3-000201,Ensure accuracy of recorded amounts and disclosures,DST-HYD,OneTrust
ICFR-F-00202,Procure-to-Pay,,Procurement,2022-03-19,Material,Open,404,Preventive,Annual,Independent — Deloitte,AUD-FY21-Q4-000202,Ensure rights & obligations are properly recognised,OFC-CHN,MetricStream
ICFR-F-00203,Procure-to-Pay,,Procurement,2022-06-21,None,Not Applicable,404,Preventive,Annual,Independent — Deloitte,AUD-FY22-Q1-000203,Ensure accuracy of recorded amounts and disclosures,DST-KOL,ServiceNow GRC
ICFR-F-00204,Procure-to-Pay,,Procurement,2022-09-26,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY22-Q2-000204,Ensure proper cut-off of period-end transactions,PCH-GDR,ServiceNow GRC
ICFR-F-00205,Procure-to-Pay,,Procurement,2022-12-09,Material,Open,404,Preventive,Annual,Internal Audit (in-house),AUD-FY22-Q3-000205,Ensure proper cut-off of period-end transactions,RSK-SUP,MetricStream
