year,quarter,scope,category,subcategory,facility,facility_type,emissions_tco2e,unit,source,methodology,verified_by,confidence
2018,Q1,Scope 1,Process Emissions,Reformers & Crackers,Kochi Tankage,Logistics,971.793,tCO2e,Kochi Tankage — Process mass balance,API Compendium 2009,Internal — EHS team,0.96
2018,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Kochi Tankage,Logistics,279.368,tCO2e,Kochi Tankage — LDAR programme,GLEC Framework 3.0,ERM (reasonable),0.81
2018,Q1,Scope 2,Purchased Electricity,Grid + PPA,Kochi Tankage,Logistics,1052.659,tCO2e,Kochi Tankage — DISCOM utility bills,IPCC 2006 Tier-1,TUV Nord (reasonable),0.9
2018,Q1,Scope 2,Purchased Steam,Industrial Utilities,Kochi Tankage,Logistics,228.799,tCO2e,Kochi Tankage — Steam supply contract,EPA Emission Factors Hub 2024,,0.88
2018,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Kochi Tankage,Logistics,138.17,tCO2e,Kochi Tankage — Concur travel exports,API Compendium 2009,BSI (limited),0.93
2018,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Kochi Tankage,Logistics,194.168,tCO2e,Kochi Tankage — Annual commuter survey,CEA Grid Factor v20.0,BSI (limited),0.83
2018,Q1,Scope 3,Purchased Goods,Raw & Packaging,Kochi Tankage,Logistics,707.484,tCO2e,Kochi Tankage — Supplier invoice EEIO,CEA Grid Factor v20.0,,0.96
2018,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Kochi Tankage,Logistics,375.12,tCO2e,Kochi Tankage — 3PL freight ledgers,IPCC 2006 Tier-1,ERM (reasonable),0.8
2018,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Kochi Tankage,Logistics,263.43,tCO2e,Kochi Tankage — Project capex registers,IPCC 2006 Tier-1,DNV (limited),0.91
2018,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Kochi Tankage,Logistics,244.306,tCO2e,Kochi Tankage — Waste contractor data,EPA Emission Factors Hub 2024,ERM (reasonable),0.96
2018,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Nashik Logistics,Logistics,931.332,tCO2e,Nashik Logistics — Boiler & furnace fuel logs,EPA Emission Factors Hub 2024,Internal — EHS team,0.97
2018,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Nashik Logistics,Logistics,313.059,tCO2e,Nashik Logistics — Fleet fuel cards,IPCC 2006 Tier-1,TUV Nord (reasonable),0.96
2018,Q1,Scope 1,Process Emissions,Reformers & Crackers,Nashik Logistics,Logistics,880.937,tCO2e,Nashik Logistics — Process mass balance,IPCC 2006 Tier-3,ERM (reasonable),0.95
2018,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Nashik Logistics,Logistics,225.317,tCO2e,Nashik Logistics — LDAR programme,DEFRA UK 2024,DNV (limited),0.94
2018,Q1,Scope 2,Purchased Electricity,Grid + PPA,Nashik Logistics,Logistics,961.417,tCO2e,Nashik Logistics — DISCOM utility bills,IPCC 2006 Tier-2,TUV Nord (limited),0.93
2018,Q1,Scope 2,Purchased Steam,Industrial Utilities,Nashik Logistics,Logistics,251.932,tCO2e,Nashik Logistics — Steam supply contract,CEA Grid Factor v20.0,BSI (limited),0.88
2018,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Nashik Logistics,Logistics,96.241,tCO2e,Nashik Logistics — Concur travel exports,EPA Emission Factors Hub 2024,BSI (limited),0.94
2018,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Nashik Logistics,Logistics,184.106,tCO2e,Nashik Logistics — Annual commuter survey,IPCC 2006 Tier-2,,0.88
2018,Q1,Scope 3,Purchased Goods,Raw & Packaging,Nashik Logistics,Logistics,727.723,tCO2e,Nashik Logistics — Supplier invoice EEIO,GLEC Framework 3.0,Internal — EHS team,0.87
2018,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Nashik Logistics,Logistics,324.635,tCO2e,Nashik Logistics — 3PL freight ledgers,GHG Protocol Cross-Sector,TUV Nord (reasonable),0.93
2018,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Nashik Logistics,Logistics,218.378,tCO2e,Nashik Logistics — Project capex registers,IPCC 2006 Tier-3,TUV Nord (limited),0.83
2018,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Nashik Logistics,Logistics,196.094,tCO2e,Nashik Logistics — Waste contractor data,CEA Grid Factor v20.0,BSI (limited),0.95
2018,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Kandla Terminal,Logistics,933.775,tCO2e,Kandla Terminal — Boiler & furnace fuel logs,IPCC 2006 Tier-3,BSI (limited),0.87
2018,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Kandla Terminal,Logistics,340.271,tCO2e,Kandla Terminal — Fleet fuel cards,GLEC Framework 3.0,BSI (limited),0.85
2018,Q1,Scope 1,Process Emissions,Reformers & Crackers,Kandla Terminal,Logistics,828.868,tCO2e,Kandla Terminal — Process mass balance,IPCC 2006 Tier-2,TUV Nord (reasonable),0.97
2018,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Kandla Terminal,Logistics,220.254,tCO2e,Kandla Terminal — LDAR programme,API Compendium 2009,Internal — EHS team,0.93
2018,Q1,Scope 2,Purchased Electricity,Grid + PPA,Kandla Terminal,Logistics,1191.229,tCO2e,Kandla Terminal — DISCOM utility bills,EPA Emission Factors Hub 2024,TUV Nord (limited),0.83
2018,Q1,Scope 2,Purchased Steam,Industrial Utilities,Kandla Terminal,Logistics,212.664,tCO2e,Kandla Terminal — Steam supply contract,GLEC Framework 3.0,BSI (limited),0.86
2018,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Kandla Terminal,Logistics,85.557,tCO2e,Kandla Terminal — Concur travel exports,IPCC 2006 Tier-2,TUV Nord (limited),0.83
2018,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Kandla Terminal,Logistics,171.882,tCO2e,Kandla Terminal — Annual commuter survey,API Compendium 2009,,0.96
2018,Q1,Scope 3,Purchased Goods,Raw & Packaging,Kandla Terminal,Logistics,521.242,tCO2e,Kandla Terminal — Supplier invoice EEIO,CEA Grid Factor v20.0,BSI (limited),0.88
2018,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Kandla Terminal,Logistics,321.881,tCO2e,Kandla Terminal — 3PL freight ledgers,API Compendium 2009,TUV Nord (limited),0.88
2018,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Kandla Terminal,Logistics,217.658,tCO2e,Kandla Terminal — Project capex registers,IPCC 2006 Tier-1,TUV Nord (reasonable),0.88
2018,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Kandla Terminal,Logistics,176.152,tCO2e,Kandla Terminal — Waste contractor data,GHG Protocol Cross-Sector,DNV (limited),0.86
2018,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Tuticorin Port Cluster,Logistics,853.194,tCO2e,Tuticorin Port Cluster — Boiler & furnace fuel logs,IPCC 2006 Tier-2,DNV (limited),0.94
2018,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Tuticorin Port Cluster,Logistics,277.648,tCO2e,Tuticorin Port Cluster — Fleet fuel cards,DEFRA UK 2024,TUV Nord (reasonable),0.87
2018,Q1,Scope 1,Process Emissions,Reformers & Crackers,Tuticorin Port Cluster,Logistics,870.796,tCO2e,Tuticorin Port Cluster — Process mass balance,GLEC Framework 3.0,TUV Nord (reasonable),0.81
2018,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Tuticorin Port Cluster,Logistics,245.955,tCO2e,Tuticorin Port Cluster — LDAR programme,IPCC 2006 Tier-3,,0.85
2018,Q1,Scope 2,Purchased Electricity,Grid + PPA,Tuticorin Port Cluster,Logistics,967.602,tCO2e,Tuticorin Port Cluster — DISCOM utility bills,IPCC 2006 Tier-3,Internal — EHS team,0.93
2018,Q1,Scope 2,Purchased Steam,Industrial Utilities,Tuticorin Port Cluster,Logistics,244.28,tCO2e,Tuticorin Port Cluster — Steam supply contract,CEA Grid Factor v20.0,TUV Nord (reasonable),0.93
2018,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Tuticorin Port Cluster,Logistics,107.897,tCO2e,Tuticorin Port Cluster — Concur travel exports,IPCC 2006 Tier-3,ERM (reasonable),0.93
2018,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Tuticorin Port Cluster,Logistics,168.731,tCO2e,Tuticorin Port Cluster — Annual commuter survey,IPCC 2006 Tier-3,DNV (limited),0.81
2018,Q1,Scope 3,Purchased Goods,Raw & Packaging,Tuticorin Port Cluster,Logistics,788.704,tCO2e,Tuticorin Port Cluster — Supplier invoice EEIO,GLEC Framework 3.0,TUV Nord (limited),0.83
2018,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Tuticorin Port Cluster,Logistics,434.794,tCO2e,Tuticorin Port Cluster — 3PL freight ledgers,EPA Emission Factors Hub 2024,TUV Nord (reasonable),0.79
2018,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Tuticorin Port Cluster,Logistics,219.007,tCO2e,Tuticorin Port Cluster — Project capex registers,GHG Protocol Cross-Sector,Internal — EHS team,0.83
2018,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Tuticorin Port Cluster,Logistics,198.351,tCO2e,Tuticorin Port Cluster — Waste contractor data,DEFRA UK 2024,ERM (reasonable),0.91
2018,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Kolkata Distribution,Distribution,1195.438,tCO2e,Kolkata Distribution — Boiler & furnace fuel logs,CEA Grid Factor v20.0,TUV Nord (limited),0.85
2018,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Kolkata Distribution,Distribution,382.558,tCO2e,Kolkata Distribution — Fleet fuel cards,CEA Grid Factor v20.0,Internal — EHS team,0.8
2018,Q1,Scope 1,Process Emissions,Reformers & Crackers,Kolkata Distribution,Distribution,911.297,tCO2e,Kolkata Distribution — Process mass balance,GLEC Framework 3.0,BSI (limited),0.93
2018,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Kolkata Distribution,Distribution,279.684,tCO2e,Kolkata Distribution — LDAR programme,IPCC 2006 Tier-2,Internal — EHS team,0.81
2018,Q1,Scope 2,Purchased Electricity,Grid + PPA,Kolkata Distribution,Distribution,1251.704,tCO2e,Kolkata Distribution — DISCOM utility bills,API Compendium 2009,,0.85
2018,Q1,Scope 2,Purchased Steam,Industrial Utilities,Kolkata Distribution,Distribution,220.736,tCO2e,Kolkata Distribution — Steam supply contract,IPCC 2006 Tier-2,DNV (limited),0.78
2018,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Kolkata Distribution,Distribution,109.926,tCO2e,Kolkata Distribution — Concur travel exports,EPA Emission Factors Hub 2024,ERM (reasonable),0.84
2018,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Kolkata Distribution,Distribution,178.939,tCO2e,Kolkata Distribution — Annual commuter survey,API Compendium 2009,TUV Nord (reasonable),0.79
2018,Q1,Scope 3,Purchased Goods,Raw & Packaging,Kolkata Distribution,Distribution,665.04,tCO2e,Kolkata Distribution — Supplier invoice EEIO,IPCC 2006 Tier-2,Internal — EHS team,0.79
2018,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Kolkata Distribution,Distribution,457.895,tCO2e,Kolkata Distribution — 3PL freight ledgers,GLEC Framework 3.0,TUV Nord (reasonable),0.96
2018,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Kolkata Distribution,Distribution,277.146,tCO2e,Kolkata Distribution — Project capex registers,IPCC 2006 Tier-3,TUV Nord (limited),0.83
2018,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Kolkata Distribution,Distribution,249.286,tCO2e,Kolkata Distribution — Waste contractor data,DEFRA UK 2024,TUV Nord (limited),0.81
2018,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Hyderabad Distribution,Distribution,1053.755,tCO2e,Hyderabad Distribution — Boiler & furnace fuel logs,GLEC Framework 3.0,DNV (limited),0.9
2018,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Hyderabad Distribution,Distribution,342.284,tCO2e,Hyderabad Distribution — Fleet fuel cards,CEA Grid Factor v20.0,Internal — EHS team,0.95
2018,Q1,Scope 1,Process Emissions,Reformers & Crackers,Hyderabad Distribution,Distribution,741.027,tCO2e,Hyderabad Distribution — Process mass balance,GLEC Framework 3.0,ERM (reasonable),0.82
2018,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Hyderabad Distribution,Distribution,214.2,tCO2e,Hyderabad Distribution — LDAR programme,IPCC 2006 Tier-3,,0.8
2018,Q1,Scope 2,Purchased Electricity,Grid + PPA,Hyderabad Distribution,Distribution,1065.741,tCO2e,Hyderabad Distribution — DISCOM utility bills,DEFRA UK 2024,BSI (limited),0.92
2018,Q1,Scope 2,Purchased Steam,Industrial Utilities,Hyderabad Distribution,Distribution,172.631,tCO2e,Hyderabad Distribution — Steam supply contract,DEFRA UK 2024,ERM (reasonable),0.88
2018,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Hyderabad Distribution,Distribution,84.985,tCO2e,Hyderabad Distribution — Concur travel exports,GLEC Framework 3.0,ERM (reasonable),0.96
2018,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Hyderabad Distribution,Distribution,171.302,tCO2e,Hyderabad Distribution — Annual commuter survey,IPCC 2006 Tier-3,DNV (limited),0.83
2018,Q1,Scope 3,Purchased Goods,Raw & Packaging,Hyderabad Distribution,Distribution,553.623,tCO2e,Hyderabad Distribution — Supplier invoice EEIO,EPA Emission Factors Hub 2024,ERM (reasonable),0.81
2018,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Hyderabad Distribution,Distribution,363.407,tCO2e,Hyderabad Distribution — 3PL freight ledgers,DEFRA UK 2024,TUV Nord (limited),0.94
2018,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Hyderabad Distribution,Distribution,234.027,tCO2e,Hyderabad Distribution — Project capex registers,GLEC Framework 3.0,,0.96
2018,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Hyderabad Distribution,Distribution,183.685,tCO2e,Hyderabad Distribution — Waste contractor data,IPCC 2006 Tier-3,TUV Nord (limited),0.79
2018,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Lucknow Distribution,Distribution,958.319,tCO2e,Lucknow Distribution — Boiler & furnace fuel logs,GLEC Framework 3.0,Internal — EHS team,0.79
2018,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Lucknow Distribution,Distribution,289.064,tCO2e,Lucknow Distribution — Fleet fuel cards,IPCC 2006 Tier-1,DNV (limited),0.83
2018,Q1,Scope 1,Process Emissions,Reformers & Crackers,Lucknow Distribution,Distribution,639.595,tCO2e,Lucknow Distribution — Process mass balance,DEFRA UK 2024,,0.9
2018,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Lucknow Distribution,Distribution,194.645,tCO2e,Lucknow Distribution — LDAR programme,IPCC 2006 Tier-1,,0.88
2018,Q1,Scope 2,Purchased Electricity,Grid + PPA,Lucknow Distribution,Distribution,769.608,tCO2e,Lucknow Distribution — DISCOM utility bills,IPCC 2006 Tier-3,BSI (limited),0.91
2018,Q1,Scope 2,Purchased Steam,Industrial Utilities,Lucknow Distribution,Distribution,180.685,tCO2e,Lucknow Distribution — Steam supply contract,DEFRA UK 2024,DNV (limited),0.81
2018,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Lucknow Distribution,Distribution,86.981,tCO2e,Lucknow Distribution — Concur travel exports,API Compendium 2009,DNV (limited),0.78
2018,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Lucknow Distribution,Distribution,154.798,tCO2e,Lucknow Distribution — Annual commuter survey,IPCC 2006 Tier-3,TUV Nord (limited),0.95
2018,Q1,Scope 3,Purchased Goods,Raw & Packaging,Lucknow Distribution,Distribution,584.61,tCO2e,Lucknow Distribution — Supplier invoice EEIO,IPCC 2006 Tier-2,TUV Nord (reasonable),0.82
2018,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Lucknow Distribution,Distribution,373.73,tCO2e,Lucknow Distribution — 3PL freight ledgers,DEFRA UK 2024,Internal — EHS team,0.91
2018,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Lucknow Distribution,Distribution,211.542,tCO2e,Lucknow Distribution — Project capex registers,GLEC Framework 3.0,BSI (limited),0.81
2018,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Lucknow Distribution,Distribution,161.992,tCO2e,Lucknow Distribution — Waste contractor data,GLEC Framework 3.0,DNV (limited),0.91
2018,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Indore Distribution,Distribution,606.787,tCO2e,Indore Distribution — Boiler & furnace fuel logs,CEA Grid Factor v20.0,Internal — EHS team,0.91
2018,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Indore Distribution,Distribution,203.376,tCO2e,Indore Distribution — Fleet fuel cards,CEA Grid Factor v20.0,,0.83
2018,Q1,Scope 1,Process Emissions,Reformers & Crackers,Indore Distribution,Distribution,676.775,tCO2e,Indore Distribution — Process mass balance,API Compendium 2009,TUV Nord (limited),0.79
2018,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Indore Distribution,Distribution,138.899,tCO2e,Indore Distribution — LDAR programme,IPCC 2006 Tier-2,DNV (limited),0.87
2018,Q1,Scope 2,Purchased Electricity,Grid + PPA,Indore Distribution,Distribution,832.624,tCO2e,Indore Distribution — DISCOM utility bills,EPA Emission Factors Hub 2024,TUV Nord (reasonable),0.78
2018,Q1,Scope 2,Purchased Steam,Industrial Utilities,Indore Distribution,Distribution,146.405,tCO2e,Indore Distribution — Steam supply contract,CEA Grid Factor v20.0,ERM (reasonable),0.92
2018,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Indore Distribution,Distribution,78.367,tCO2e,Indore Distribution — Concur travel exports,IPCC 2006 Tier-3,TUV Nord (limited),0.78
2018,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Indore Distribution,Distribution,113.643,tCO2e,Indore Distribution — Annual commuter survey,GHG Protocol Cross-Sector,TUV Nord (reasonable),0.95
2018,Q1,Scope 3,Purchased Goods,Raw & Packaging,Indore Distribution,Distribution,385.894,tCO2e,Indore Distribution — Supplier invoice EEIO,GHG Protocol Cross-Sector,ERM (reasonable),0.95
2018,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Indore Distribution,Distribution,227.114,tCO2e,Indore Distribution — 3PL freight ledgers,EPA Emission Factors Hub 2024,DNV (limited),0.83
2018,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Indore Distribution,Distribution,163.1,tCO2e,Indore Distribution — Project capex registers,IPCC 2006 Tier-3,DNV (limited),0.83
2018,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Indore Distribution,Distribution,147.777,tCO2e,Indore Distribution — Waste contractor data,CEA Grid Factor v20.0,ERM (reasonable),0.94
2018,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Pune R&D Center,R&D,1030.701,tCO2e,Pune R&D Center — Boiler & furnace fuel logs,GLEC Framework 3.0,,0.85
2018,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Pune R&D Center,R&D,422.541,tCO2e,Pune R&D Center — Fleet fuel cards,EPA Emission Factors Hub 2024,DNV (limited),0.81
2018,Q1,Scope 1,Process Emissions,Reformers & Crackers,Pune R&D Center,R&D,963.317,tCO2e,Pune R&D Center — Process mass balance,CEA Grid Factor v20.0,DNV (limited),0.82
2018,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Pune R&D Center,R&D,228.206,tCO2e,Pune R&D Center — LDAR programme,DEFRA UK 2024,TUV Nord (reasonable),0.96
2018,Q1,Scope 2,Purchased Electricity,Grid + PPA,Pune R&D Center,R&D,1227.332,tCO2e,Pune R&D Center — DISCOM utility bills,DEFRA UK 2024,TUV Nord (limited),0.87
2018,Q1,Scope 2,Purchased Steam,Industrial Utilities,Pune R&D Center,R&D,299.536,tCO2e,Pune R&D Center — Steam supply contract,GHG Protocol Cross-Sector,,0.93
2018,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Pune R&D Center,R&D,122.526,tCO2e,Pune R&D Center — Concur travel exports,GLEC Framework 3.0,,0.89
2018,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Pune R&D Center,R&D,195.14,tCO2e,Pune R&D Center — Annual commuter survey,IPCC 2006 Tier-1,,0.92
2018,Q1,Scope 3,Purchased Goods,Raw & Packaging,Pune R&D Center,R&D,798.025,tCO2e,Pune R&D Center — Supplier invoice EEIO,GLEC Framework 3.0,TUV Nord (limited),0.91
2018,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Pune R&D Center,R&D,520.627,tCO2e,Pune R&D Center — 3PL freight ledgers,IPCC 2006 Tier-1,TUV Nord (reasonable),0.92
2018,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Pune R&D Center,R&D,267.195,tCO2e,Pune R&D Center — Project capex registers,IPCC 2006 Tier-3,Internal — EHS team,0.85
2018,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Pune R&D Center,R&D,302.166,tCO2e,Pune R&D Center — Waste contractor data,IPCC 2006 Tier-3,ERM (reasonable),0.89
2018,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Bengaluru Tech Park,R&D,1183.25,tCO2e,Bengaluru Tech Park — Boiler & furnace fuel logs,IPCC 2006 Tier-2,BSI (limited),0.87
2018,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Bengaluru Tech Park,R&D,376.422,tCO2e,Bengaluru Tech Park — Fleet fuel cards,IPCC 2006 Tier-1,BSI (limited),0.79
2018,Q1,Scope 1,Process Emissions,Reformers & Crackers,Bengaluru Tech Park,R&D,868.643,tCO2e,Bengaluru Tech Park — Process mass balance,IPCC 2006 Tier-1,TUV Nord (limited),0.82
2018,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Bengaluru Tech Park,R&D,188.763,tCO2e,Bengaluru Tech Park — LDAR programme,CEA Grid Factor v20.0,TUV Nord (limited),0.93
2018,Q1,Scope 2,Purchased Electricity,Grid + PPA,Bengaluru Tech Park,R&D,1070.907,tCO2e,Bengaluru Tech Park — DISCOM utility bills,CEA Grid Factor v20.0,DNV (limited),0.94
2018,Q1,Scope 2,Purchased Steam,Industrial Utilities,Bengaluru Tech Park,R&D,204.025,tCO2e,Bengaluru Tech Park — Steam supply contract,CEA Grid Factor v20.0,DNV (limited),0.97
2018,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Bengaluru Tech Park,R&D,98.799,tCO2e,Bengaluru Tech Park — Concur travel exports,IPCC 2006 Tier-3,ERM (reasonable),0.86
