fiscal_period,event_type,capex_climate,opex_climate,impairment_amount,insurance_recovery,affected_asset_id,gl_account,scenario_tag,description,approver,supporting_doc,currency,narrative
FY2014-Q1,Chronic,0.7,2.07,0,0.0,Bengaluru Tech Park,GL-3500-OpEx,NGFS-DelayedTransition,Rising Avg Temp — Cooling Demand,Audit Committee,CFI-FY2014-Q1-578728.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q1,Transition,22.59,4.5,0,0.0,Jaipur Office,GL-2300-OpEx,NGFS-DivergentNetZero,EV Fleet Conversion,Treasurer,CFI-FY2014-Q1-220070.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q1,Transition,71.44,1.89,0,0.0,Jaipur Office,GL-2300-OpEx,RCP8.5,Plant Decommissioning — Coal,Group FC,CFI-FY2014-Q1-244383.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q1,Transition,0,0,42.57,0.0,Lucknow Distribution,GL-4100-Impair,IEA-STEPS,Stranded Asset Impairment — Refinery,Audit Committee,CFI-FY2014-Q1-765486.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q1,Acute,0.73,26.32,0,3.82,Indore Distribution,GL-5200-Insurance,NGFS-DelayedTransition,Cyclone Damage — Coastal Plant,Group FC,CFI-FY2014-Q1-128943.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2014-Q1,Transition,1.59,34.54,0,0.0,Chennai Office,GL-2300-OpEx,RCP8.5,Carbon Tax Provision (India),Audit Committee,CFI-FY2014-Q1-812732.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q1,Transition,37.19,1.55,0,0.0,Tuticorin Port Cluster,GL-7400-OpEx,IEA-NZE2050,Carbon Capture & Storage Pilot,Audit Committee,CFI-FY2014-Q1-479118.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q1,Chronic,0.33,3.65,0,0.0,Haldia Petchem,GL-5200-Insurance,RCP2.6,Drought — Water Sourcing Cost,Treasurer,CFI-FY2014-Q1-477905.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q1,Transition,24.05,1.09,0,0.0,Lucknow Distribution,GL-7400-OpEx,IEA-NZE2050,Renewable PPA — Long-term Contract,Treasurer,CFI-FY2014-Q1-274736.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q1,Chronic,48.81,2.33,0,0.0,Surat Polymer Lab,GL-7400-OpEx,NGFS-DelayedTransition,Sea-Level Rise — Coastal Defences,Audit Committee,CFI-FY2014-Q1-303159.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q1,Transition,60.85,2.35,0,0.0,Hyderabad Catalysis Lab,GL-2300-OpEx,RCP8.5,Carbon Capture & Storage Pilot,Group FC,CFI-FY2014-Q1-853732.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q1,Acute,0.2,19.87,0,6.71,Chennai Office,GL-2300-OpEx,RCP2.6,Cyclone Damage — Coastal Plant,Controller,CFI-FY2014-Q1-286944.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q1,Chronic,0.74,3.82,0,0.0,Hazira Refinery,GL-5200-Insurance,IEA-APS,Drought — Water Sourcing Cost,CFO,CFI-FY2014-Q1-630877.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2014-Q1,Acute,1.35,37.12,0,0.48,Nagothane Plant,GL-2300-OpEx,RCP4.5,Flood — Plant Shutdown,Treasurer,CFI-FY2014-Q1-869903.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2014-Q1,Transition,1.71,12.23,0,0.0,Ahmedabad Office,GL-4100-Impair,RCP4.5,Carbon Tax Provision (India),Audit Committee,CFI-FY2014-Q1-695035.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2014-Q1,Transition,1.02,19.66,0,0.0,Hazira Refinery,GL-5200-Insurance,NGFS-DelayedTransition,Carbon Price — Cap & Trade,CFO,CFI-FY2014-Q1-894117.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2014-Q1,Transition,8.94,0.41,0,0.0,Coimbatore Office,GL-7400-OpEx,IEA-STEPS,Renewable PPA — Long-term Contract,CFO,CFI-FY2014-Q1-740733.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q1,Transition,10.25,1.64,0,0.0,Gandhar Gas Cracker,GL-1100-CapEx,RCP4.5,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2014-Q1-157765.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q1,Transition,62.75,0.07,0,0.0,Jaipur Office,GL-2400-OpEx,NGFS-DivergentNetZero,Carbon Capture & Storage Pilot,Group FC,CFI-FY2014-Q1-425037.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2014-Q1,Chronic,0.03,6.14,0,0.0,Nagothane Plant,GL-2400-OpEx,IEA-NZE2050,Drought — Water Sourcing Cost,CFO,CFI-FY2014-Q1-795826.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q1,Acute,45.45,1.18,0,0.05,Bhubaneswar Office,GL-1100-CapEx,NGFS-NetZero2050,Wildfire — Asset Loss,Treasurer,CFI-FY2014-Q1-321448.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q1,Acute,0.19,7.8,0,4.0,Nagothane Plant,GL-3500-OpEx,RCP4.5,Heatwave — Cooling Surge,Treasurer,CFI-FY2014-Q1-637666.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2014-Q1,Transition,38.13,3.65,0,0.0,Kochi Sales Office,GL-2400-OpEx,NGFS-NetZero2050,Carbon Capture & Storage Pilot,Controller,CFI-FY2014-Q1-181837.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q1,Acute,0.7,6.89,0,2.91,Bhubaneswar Office,GL-1200-CapEx,NGFS-NetZero2050,Heatwave — Cooling Surge,Controller,CFI-FY2014-Q1-337993.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2014-Q1,Transition,0.54,21.31,0,0.0,Hyderabad Distribution,GL-5200-Insurance,NGFS-NetZero2050,Carbon Price — Cap & Trade,Plant FC,CFI-FY2014-Q1-473130.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Transition,54.73,3.05,0,0.0,Indore Distribution,GL-2300-OpEx,IEA-STEPS,Carbon Capture & Storage Pilot,Plant FC,CFI-FY2014-Q2-929163.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q2,Transition,15.19,2.11,0,0.0,Bhubaneswar Office,GL-6300-OpEx,IEA-APS,EV Fleet Conversion,Controller,CFI-FY2014-Q2-225306.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2014-Q2,Chronic,13.03,0.23,0,0.0,Vadodara Chemicals,GL-7400-OpEx,IEA-STEPS,Sea-Level Rise — Coastal Defences,Group FC,CFI-FY2014-Q2-127086.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q2,Acute,47.69,3.67,0,1.75,Gandhar Gas Cracker,GL-7400-OpEx,RCP2.6,Wildfire — Asset Loss,CFO,CFI-FY2014-Q2-216078.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q2,Transition,0.11,2.03,0,0.0,Bengaluru Tech Park,GL-2400-OpEx,IEA-APS,Carbon Tax Provision (India),Controller,CFI-FY2014-Q2-220470.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Transition,22.29,0.9,0,0.0,Jaipur Office,GL-6300-OpEx,NGFS-DivergentNetZero,R&D — Bio-feedstock,CFO,CFI-FY2014-Q2-544900.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q2,Chronic,2.23,3.66,0,0.0,Delhi Sales Hub,GL-8500-OpEx,RCP4.5,Sea-Level Rise — Coastal Defences,Controller,CFI-FY2014-Q2-553279.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2014-Q2,Transition,11.44,3.12,0,0.0,Ahmedabad Office,GL-1200-CapEx,IEA-APS,Plant Decommissioning — Coal,Controller,CFI-FY2014-Q2-541354.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q2,Acute,0.67,5.47,0,1.01,Dahej Industrial Cluster,GL-8500-OpEx,RCP4.5,Heatwave — Cooling Surge,CFO,CFI-FY2014-Q2-839478.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2014-Q2,Acute,1.49,18.54,0,1.41,Ahmedabad Office,GL-3500-OpEx,RCP8.5,Cyclone Damage — Coastal Plant,Audit Committee,CFI-FY2014-Q2-764088.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q2,Transition,0.37,11.95,0,0.0,Ahmedabad Office,GL-6300-OpEx,IEA-APS,Carbon Price — Cap & Trade,CFO,CFI-FY2014-Q2-611574.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2014-Q2,Transition,77.24,3.12,0,0.0,Lucknow Distribution,GL-2400-OpEx,IEA-NZE2050,Carbon Capture & Storage Pilot,Audit Committee,CFI-FY2014-Q2-503039.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q2,Acute,60.05,1.55,0,0.12,Mangalore Storage,GL-8500-OpEx,IEA-NZE2050,Wildfire — Asset Loss,Plant FC,CFI-FY2014-Q2-464262.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Acute,0.6,4.29,0,1.74,Kochi Tankage,GL-2300-OpEx,RCP8.5,Heatwave — Cooling Surge,Controller,CFI-FY2014-Q2-205001.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q2,Transition,0,0,174.35,0.0,Coimbatore Office,GL-1200-CapEx,NGFS-NetZero2050,Stranded Asset Impairment — Refinery,Treasurer,CFI-FY2014-Q2-414267.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2014-Q2,Transition,8.0,0.53,0,0.0,Haldia Petchem,GL-1100-CapEx,RCP2.6,EV Fleet Conversion,Audit Committee,CFI-FY2014-Q2-667389.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Chronic,0.12,1.44,0,0.0,Kochi Tankage,GL-1200-CapEx,RCP4.5,Drought — Water Sourcing Cost,Group FC,CFI-FY2014-Q2-870001.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2014-Q2,Transition,2.2,3.39,0,0.0,Jamnagar Polymer Plant,GL-2400-OpEx,NGFS-NetZero2050,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2014-Q2-679466.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q2,Chronic,65.98,0.17,0,0.0,Jaipur Office,GL-4100-Impair,NGFS-DivergentNetZero,Sea-Level Rise — Coastal Defences,CFO,CFI-FY2014-Q2-303985.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2014-Q2,Transition,77.98,3.95,0,0.0,Ahmedabad Office,GL-4100-Impair,NGFS-DelayedTransition,Plant Decommissioning — Coal,Group FC,CFI-FY2014-Q2-539310.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q2,Acute,49.42,1.5,0,0.78,Kolkata Distribution,GL-2300-OpEx,IEA-APS,Wildfire — Asset Loss,Audit Committee,CFI-FY2014-Q2-626556.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2014-Q2,Transition,10.24,0.88,0,0.0,Ahmedabad Office,GL-2300-OpEx,RCP4.5,Green Hydrogen Pilot Plant,Treasurer,CFI-FY2014-Q2-951949.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2014-Q2,Transition,8.54,1.64,0,0.0,Nashik Logistics,GL-1200-CapEx,IEA-STEPS,Renewable PPA — Long-term Contract,Controller,CFI-FY2014-Q2-865665.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q2,Chronic,17.03,3.61,0,0.0,Hyderabad Distribution,GL-5200-Insurance,RCP4.5,Sea-Level Rise — Coastal Defences,Audit Committee,CFI-FY2014-Q2-910988.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2014-Q2,Transition,0,0,69.95,0.0,Mumbai HQ,GL-4100-Impair,NGFS-NetZero2050,Stranded Asset Impairment — Refinery,Audit Committee,CFI-FY2014-Q2-791808.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q2,Acute,0.78,5.58,0,3.08,Hazira Refinery,GL-2300-OpEx,RCP2.6,Heatwave — Cooling Surge,CFO,CFI-FY2014-Q2-413081.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2014-Q2,Transition,21.51,0.95,0,0.0,Dahej Industrial Cluster,GL-7400-OpEx,RCP8.5,Renewable PPA — Long-term Contract,Group FC,CFI-FY2014-Q2-923867.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2014-Q2,Transition,23.65,1.01,0,0.0,Gandhar Gas Cracker,GL-3500-OpEx,IEA-STEPS,R&D — Bio-feedstock,Audit Committee,CFI-FY2014-Q2-576903.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q2,Transition,1.63,24.18,0,0.0,Nashik Logistics,GL-3500-OpEx,RCP8.5,Carbon Border Adjustment Mechanism,Audit Committee,CFI-FY2014-Q2-220817.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2014-Q2,Chronic,0.8,1.38,0,0.0,Visakhapatnam Port,GL-1200-CapEx,RCP2.6,Rising Avg Temp — Cooling Demand,Group FC,CFI-FY2014-Q2-994372.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Acute,1.2,29.7,0,7.06,Mumbai HQ,GL-7400-OpEx,IEA-STEPS,Flood — Plant Shutdown,CFO,CFI-FY2014-Q2-378414.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2014-Q2,Transition,50.26,1.05,0,0.0,Pune R&D Center,GL-8500-OpEx,IEA-APS,Green Hydrogen Pilot Plant,Audit Committee,CFI-FY2014-Q2-382588.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2014-Q2,Transition,59.97,3.94,0,0.0,Bengaluru Tech Park,GL-7400-OpEx,NGFS-DivergentNetZero,Plant Decommissioning — Coal,Treasurer,CFI-FY2014-Q2-688249.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Chronic,0.31,5.61,0,0.0,Hyderabad Catalysis Lab,GL-8500-OpEx,NGFS-NetZero2050,Rising Avg Temp — Cooling Demand,Controller,CFI-FY2014-Q2-181529.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q2,Transition,0.51,26.85,0,0.0,Paradip Plant,GL-2400-OpEx,RCP8.5,Carbon Tax Provision (India),Treasurer,CFI-FY2014-Q2-521157.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Transition,59.73,1.78,0,0.0,Bhubaneswar Office,GL-8500-OpEx,IEA-APS,Carbon Capture & Storage Pilot,CFO,CFI-FY2014-Q2-836553.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q2,Transition,0,0,90.5,0.0,Vadodara Chemicals,GL-4100-Impair,NGFS-NetZero2050,Stranded Asset Impairment — Refinery,Controller,CFI-FY2014-Q2-209995.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q2,Transition,0,0,45.67,0.0,Nashik Logistics,GL-1100-CapEx,NGFS-DelayedTransition,Stranded Asset Impairment — Refinery,CFO,CFI-FY2014-Q2-672686.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2014-Q2,Transition,1.98,8.71,0,0.0,Gandhar Gas Cracker,GL-4100-Impair,IEA-APS,Carbon Price — Cap & Trade,Audit Committee,CFI-FY2014-Q2-720578.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q2,Transition,0,0,158.88,0.0,Kochi Tankage,GL-2300-OpEx,NGFS-DelayedTransition,Stranded Asset Impairment — Refinery,Controller,CFI-FY2014-Q2-807397.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q2,Transition,16.04,2.98,0,0.0,Mangalore Storage,GL-7400-OpEx,NGFS-DelayedTransition,Renewable PPA — Long-term Contract,Group FC,CFI-FY2014-Q2-930073.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2014-Q2,Transition,14.31,0.47,0,0.0,Jaipur Office,GL-6300-OpEx,IEA-STEPS,Plant Decommissioning — Coal,Controller,CFI-FY2014-Q2-635885.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2014-Q2,Transition,1.42,30.43,0,0.0,Chennai Office,GL-6300-OpEx,RCP8.5,Carbon Tax Provision (India),Treasurer,CFI-FY2014-Q2-533930.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q2,Acute,1.9,23.15,0,5.94,Kochi Sales Office,GL-2300-OpEx,IEA-NZE2050,Cyclone Damage — Coastal Plant,Audit Committee,CFI-FY2014-Q2-336276.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2014-Q2,Transition,1.32,16.23,0,0.0,Paradip Plant,GL-2300-OpEx,NGFS-DivergentNetZero,Carbon Tax Provision (India),Controller,CFI-FY2014-Q2-331566.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Transition,0.52,39.1,0,0.0,Gandhar Gas Cracker,GL-1200-CapEx,NGFS-DivergentNetZero,Carbon Price — Cap & Trade,Plant FC,CFI-FY2014-Q2-891792.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2014-Q2,Transition,1.69,9.73,0,0.0,Nashik Logistics,GL-1200-CapEx,RCP4.5,Carbon Price — Cap & Trade,Audit Committee,CFI-FY2014-Q2-257451.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2014-Q2,Transition,0,0,52.98,0.0,Surat Polymer Lab,GL-3500-OpEx,IEA-STEPS,Stranded Asset Impairment — Refinery,Controller,CFI-FY2014-Q2-596343.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2014-Q2,Transition,0.2,19.8,0,0.0,Bhubaneswar Office,GL-7400-OpEx,RCP4.5,Carbon Border Adjustment Mechanism,CFO,CFI-FY2014-Q2-133299.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2014-Q2,Transition,0,0,22.24,0.0,Pune R&D Center,GL-1100-CapEx,IEA-STEPS,Stranded Asset Impairment — Refinery,Treasurer,CFI-FY2014-Q2-229608.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2014-Q2,Acute,0.94,7.65,0,3.94,Kochi Tankage,GL-7400-OpEx,IEA-STEPS,Cyclone Damage — Coastal Plant,Treasurer,CFI-FY2014-Q2-601108.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Transition,0,0,93.07,0.0,Vadodara Chemicals,GL-4100-Impair,NGFS-DivergentNetZero,Stranded Asset Impairment — Refinery,Group FC,CFI-FY2014-Q2-356066.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q2,Transition,1.44,17.75,0,0.0,Visakhapatnam Port,GL-2400-OpEx,NGFS-DelayedTransition,Carbon Tax Provision (India),Plant FC,CFI-FY2014-Q2-535443.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2014-Q2,Transition,1.15,1.33,0,0.0,Pune R&D Center,GL-6300-OpEx,IEA-STEPS,R&D — Bio-feedstock,CFO,CFI-FY2014-Q2-890067.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2014-Q2,Transition,71.02,3.94,0,0.0,Pune R&D Center,GL-1100-CapEx,NGFS-DelayedTransition,Plant Decommissioning — Coal,Audit Committee,CFI-FY2014-Q2-415600.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q2,Transition,17.56,0.21,0,0.0,Kolkata Distribution,GL-5200-Insurance,NGFS-NetZero2050,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2014-Q2-774593.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2014-Q2,Acute,1.55,38.01,0,15.03,Nagothane Plant,GL-4100-Impair,IEA-APS,Cyclone Damage — Coastal Plant,Treasurer,CFI-FY2014-Q2-540077.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q2,Transition,1.9,15.75,0,0.0,Ahmedabad Office,GL-5200-Insurance,NGFS-DelayedTransition,Carbon Border Adjustment Mechanism,Group FC,CFI-FY2014-Q2-612882.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Acute,54.95,3.19,0,1.17,Nagothane Plant,GL-2400-OpEx,IEA-STEPS,Wildfire — Asset Loss,Audit Committee,CFI-FY2014-Q2-539995.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Acute,1.27,37.5,0,21.42,Tuticorin Port Cluster,GL-3500-OpEx,NGFS-NetZero2050,Flood — Plant Shutdown,CFO,CFI-FY2014-Q2-950300.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Transition,15.56,3.66,0,0.0,Bengaluru Tech Park,GL-1200-CapEx,RCP4.5,Carbon Capture & Storage Pilot,CFO,CFI-FY2014-Q2-629349.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2014-Q2,Transition,3.95,4.03,0,0.0,Indore Distribution,GL-8500-OpEx,NGFS-NetZero2050,R&D — Bio-feedstock,Audit Committee,CFI-FY2014-Q2-471592.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2014-Q2,Transition,0.44,28.83,0,0.0,Gandhar Gas Cracker,GL-8500-OpEx,RCP8.5,Carbon Border Adjustment Mechanism,Group FC,CFI-FY2014-Q2-202779.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2014-Q2,Chronic,0.13,0.72,0,0.0,Dahej Industrial Cluster,GL-4100-Impair,RCP4.5,Drought — Water Sourcing Cost,CFO,CFI-FY2014-Q2-478937.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q2,Transition,78.41,3.52,0,0.0,Delhi Sales Hub,GL-8500-OpEx,NGFS-DelayedTransition,Plant Decommissioning — Coal,Audit Committee,CFI-FY2014-Q2-592608.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Transition,1.85,20.52,0,0.0,Ahmedabad Office,GL-7400-OpEx,RCP2.6,Carbon Border Adjustment Mechanism,Controller,CFI-FY2014-Q2-961528.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2014-Q2,Transition,3.63,3.78,0,0.0,Kochi Tankage,GL-4100-Impair,NGFS-DivergentNetZero,Plant Decommissioning — Coal,Plant FC,CFI-FY2014-Q2-676562.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2014-Q2,Transition,16.48,0.58,0,0.0,Vadodara Chemicals,GL-6300-OpEx,IEA-NZE2050,EV Fleet Conversion,Plant FC,CFI-FY2014-Q2-314945.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2014-Q2,Transition,1.07,23.48,0,0.0,Bhubaneswar Office,GL-2300-OpEx,NGFS-NetZero2050,Carbon Price — Cap & Trade,Treasurer,CFI-FY2014-Q2-846045.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2014-Q2,Chronic,0.05,7.48,0,0.0,Surat Polymer Lab,GL-2400-OpEx,IEA-NZE2050,Drought — Water Sourcing Cost,Group FC,CFI-FY2014-Q2-802197.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
